40,select * from fDocFunctionParams(&&&)
2019-06-20 00:09:00,1
2019-06-20 00:11:00,1
2019-06-20 00:12:00,1
2019-06-20 00:40:00,1
2019-06-20 00:42:00,1
2019-06-20 00:43:00,1
2019-06-20 00:53:00,1
2019-06-20 01:08:00,1
2019-06-20 01:16:00,1
2019-06-20 02:04:00,1
2019-06-20 02:05:00,1
2019-06-20 02:37:00,1
2019-06-20 02:47:00,1
2019-06-20 03:20:00,1
2019-06-20 04:27:00,1
2019-06-20 05:37:00,1
2019-06-20 06:35:00,1
2019-06-20 06:59:00,1
2019-06-20 07:17:00,1
2019-06-20 07:31:00,1
2019-06-20 07:41:00,1
2019-06-20 08:47:00,1
2019-06-20 09:26:00,1
2019-06-20 10:24:00,1
2019-06-20 10:25:00,1
2019-06-20 13:27:00,1
2019-06-20 14:55:00,1
2019-06-20 16:42:00,1
2019-06-20 17:48:00,1
2019-06-20 17:56:00,1
2019-06-20 18:17:00,1
2019-06-20 18:21:00,1
2019-06-20 18:33:00,1
2019-06-20 19:52:00,1
2019-06-20 19:54:00,1
2019-06-20 20:48:00,1
2019-06-20 21:42:00,1
2019-06-20 23:07:00,1
2019-06-20 23:33:00,1
2019-06-20 23:38:00,1
