474,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-06-20 16:32:00,18
2019-06-20 16:33:00,25
2019-06-20 16:35:00,22
2019-06-20 16:36:00,29
2019-06-20 16:37:00,29
2019-06-20 16:38:00,9
2019-06-20 16:39:00,67
2019-06-20 16:40:00,84
2019-06-20 16:41:00,19
2019-06-20 16:44:00,26
2019-06-20 16:45:00,31
2019-06-20 16:46:00,29
2019-06-20 16:47:00,3
2019-06-20 16:48:00,5
2019-06-20 16:49:00,27
2019-06-20 16:50:00,29
2019-06-20 16:51:00,11
2019-06-20 16:53:00,1
2019-06-20 16:54:00,1
2019-06-20 16:55:00,2
2019-06-20 16:57:00,2
2019-06-20 16:58:00,3
2019-06-20 17:00:00,1
2019-06-20 17:01:00,1
