28,select * from ELRedshift where specObjId=#
2019-06-20 04:37:00,1
2019-06-20 12:08:00,1
2019-06-20 12:25:00,1
2019-06-20 16:03:00,2
2019-06-20 16:04:00,2
2019-06-20 16:07:00,1
2019-06-20 16:21:00,1
2019-06-20 16:23:00,1
2019-06-20 16:33:00,1
2019-06-20 16:47:00,1
2019-06-20 17:29:00,1
2019-06-20 18:12:00,2
2019-06-20 18:21:00,1
2019-06-20 18:33:00,1
2019-06-20 19:34:00,1
2019-06-20 20:36:00,1
2019-06-20 21:09:00,1
2019-06-20 21:10:00,1
2019-06-20 21:53:00,1
2019-06-20 23:02:00,1
2019-06-20 23:11:00,2
2019-06-20 23:30:00,1
2019-06-20 23:35:00,1
2019-06-20 23:41:00,1
