33,select * from SpecLineIndex where specObjId=#
2019-06-20 00:57:00,1
2019-06-20 02:42:00,1
2019-06-20 03:35:00,1
2019-06-20 05:49:00,1
2019-06-20 05:58:00,1
2019-06-20 06:51:00,1
2019-06-20 09:43:00,1
2019-06-20 10:15:00,1
2019-06-20 10:23:00,1
2019-06-20 10:54:00,1
2019-06-20 11:04:00,1
2019-06-20 12:03:00,1
2019-06-20 12:07:00,1
2019-06-20 12:43:00,1
2019-06-20 16:06:00,1
2019-06-20 16:08:00,1
2019-06-20 16:16:00,1
2019-06-20 16:44:00,1
2019-06-20 17:24:00,1
2019-06-20 18:33:00,1
2019-06-20 18:48:00,1
2019-06-20 19:23:00,1
2019-06-20 21:05:00,1
2019-06-20 21:06:00,1
2019-06-20 21:20:00,1
2019-06-20 21:41:00,1
2019-06-20 22:55:00,1
2019-06-20 23:01:00,1
2019-06-20 23:38:00,1
2019-06-20 23:40:00,1
2019-06-20 23:41:00,1
2019-06-20 23:53:00,1
2019-06-20 23:55:00,1
