11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-20 13:52:00,1
2019-06-20 16:33:00,1
2019-06-20 16:36:00,1
2019-06-20 16:39:00,1
2019-06-20 16:43:00,1
2019-06-20 16:50:00,1
2019-06-20 16:56:00,1
2019-06-20 17:02:00,1
2019-06-20 17:12:00,1
2019-06-20 17:17:00,1
2019-06-20 17:23:00,1
