26,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-20 14:30:00,1
2019-06-20 15:00:00,1
2019-06-20 15:03:00,1
2019-06-20 15:05:00,1
2019-06-20 15:46:00,1
2019-06-20 16:02:00,1
2019-06-20 16:09:00,1
2019-06-20 16:13:00,1
2019-06-20 17:56:00,1
2019-06-20 18:02:00,1
2019-06-20 18:13:00,1
2019-06-20 18:14:00,1
2019-06-20 18:19:00,1
2019-06-20 18:26:00,1
2019-06-20 18:37:00,1
2019-06-20 18:46:00,1
2019-06-20 18:51:00,1
2019-06-20 18:54:00,1
2019-06-20 19:03:00,1
2019-06-20 19:13:00,1
2019-06-20 20:07:00,1
2019-06-20 20:12:00,1
2019-06-20 20:13:00,1
2019-06-20 20:16:00,1
2019-06-20 20:22:00,1
2019-06-20 20:28:00,1
