146,select * from Field where fieldId=#
2019-06-20 01:28:00,1
2019-06-20 01:50:00,1
2019-06-20 02:17:00,1
2019-06-20 03:28:00,1
2019-06-20 03:35:00,1
2019-06-20 03:42:00,1
2019-06-20 03:49:00,1
2019-06-20 04:12:00,1
2019-06-20 04:32:00,1
2019-06-20 04:39:00,1
2019-06-20 05:39:00,1
2019-06-20 06:30:00,1
2019-06-20 06:37:00,1
2019-06-20 06:59:00,1
2019-06-20 08:12:00,1
2019-06-20 08:24:00,1
2019-06-20 08:45:00,1
2019-06-20 09:22:00,1
2019-06-20 10:12:00,1
2019-06-20 10:14:00,1
2019-06-20 10:32:00,1
2019-06-20 11:24:00,1
2019-06-20 11:32:00,1
2019-06-20 12:08:00,1
2019-06-20 12:29:00,1
2019-06-20 13:23:00,1
2019-06-20 13:26:00,1
2019-06-20 13:27:00,1
2019-06-20 13:28:00,1
2019-06-20 13:29:00,2
2019-06-20 13:30:00,1
2019-06-20 13:31:00,1
2019-06-20 13:32:00,1
2019-06-20 13:33:00,1
2019-06-20 13:34:00,1
2019-06-20 13:35:00,1
2019-06-20 13:36:00,2
2019-06-20 13:37:00,2
2019-06-20 13:39:00,1
2019-06-20 13:40:00,1
2019-06-20 13:42:00,2
2019-06-20 13:43:00,1
2019-06-20 13:45:00,2
2019-06-20 13:46:00,1
2019-06-20 13:47:00,1
2019-06-20 13:49:00,1
2019-06-20 13:50:00,1
2019-06-20 13:52:00,1
2019-06-20 13:53:00,1
2019-06-20 13:56:00,1
2019-06-20 13:57:00,2
2019-06-20 13:59:00,1
2019-06-20 14:00:00,1
2019-06-20 14:01:00,1
2019-06-20 14:02:00,1
2019-06-20 14:05:00,1
2019-06-20 14:06:00,1
2019-06-20 14:07:00,1
2019-06-20 14:08:00,1
2019-06-20 14:09:00,1
2019-06-20 14:11:00,1
2019-06-20 14:12:00,2
2019-06-20 14:14:00,1
2019-06-20 14:15:00,2
2019-06-20 14:17:00,1
2019-06-20 14:18:00,1
2019-06-20 14:19:00,2
2019-06-20 14:20:00,1
2019-06-20 14:21:00,1
2019-06-20 14:22:00,1
2019-06-20 14:24:00,1
2019-06-20 14:25:00,1
2019-06-20 14:26:00,2
2019-06-20 14:27:00,1
2019-06-20 14:28:00,1
2019-06-20 14:29:00,1
2019-06-20 14:30:00,2
2019-06-20 14:31:00,1
2019-06-20 14:32:00,1
2019-06-20 14:36:00,1
2019-06-20 14:38:00,1
2019-06-20 14:39:00,1
2019-06-20 14:40:00,1
2019-06-20 14:41:00,1
2019-06-20 15:48:00,1
2019-06-20 16:02:00,1
2019-06-20 16:03:00,2
2019-06-20 16:06:00,1
2019-06-20 16:07:00,2
2019-06-20 16:20:00,1
2019-06-20 16:28:00,1
2019-06-20 16:42:00,1
2019-06-20 16:44:00,1
2019-06-20 17:15:00,1
2019-06-20 17:19:00,1
2019-06-20 17:24:00,1
2019-06-20 17:29:00,1
2019-06-20 17:46:00,1
2019-06-20 18:09:00,1
2019-06-20 18:17:00,1
2019-06-20 18:18:00,1
2019-06-20 18:33:00,1
2019-06-20 19:06:00,1
2019-06-20 19:08:00,1
2019-06-20 19:35:00,1
2019-06-20 20:00:00,1
2019-06-20 20:02:00,1
2019-06-20 20:17:00,1
2019-06-20 21:11:00,1
2019-06-20 21:33:00,1
2019-06-20 21:41:00,1
2019-06-20 21:47:00,1
2019-06-20 21:59:00,1
2019-06-20 22:00:00,1
2019-06-20 22:13:00,1
2019-06-20 22:17:00,1
2019-06-20 22:19:00,1
2019-06-20 22:29:00,1
2019-06-20 22:31:00,1
2019-06-20 22:38:00,1
2019-06-20 22:43:00,1
2019-06-20 22:46:00,1
2019-06-20 22:50:00,1
2019-06-20 22:59:00,1
2019-06-20 23:08:00,1
2019-06-20 23:10:00,1
2019-06-20 23:16:00,1
2019-06-20 23:26:00,1
2019-06-20 23:32:00,1
2019-06-20 23:36:00,1
2019-06-20 23:40:00,1
2019-06-20 23:53:00,1
2019-06-20 23:57:00,1
