41,select distinct parent from DBViewCols where viewname=&&&
2019-03-02 00:42:00,1
2019-03-02 01:36:00,1
2019-03-02 01:50:00,1
2019-03-02 02:41:00,1
2019-03-02 04:12:00,1
2019-03-02 07:12:00,1
2019-03-02 07:51:00,1
2019-03-02 10:36:00,1
2019-03-02 11:25:00,2
2019-03-02 13:13:00,1
2019-03-02 14:33:00,3
2019-03-02 15:40:00,1
2019-03-02 15:41:00,1
2019-03-02 16:26:00,5
2019-03-02 16:29:00,1
2019-03-02 16:33:00,2
2019-03-02 16:41:00,1
2019-03-02 16:48:00,1
2019-03-02 17:28:00,1
2019-03-02 17:32:00,1
2019-03-02 17:57:00,1
2019-03-02 19:54:00,1
2019-03-02 20:09:00,1
2019-03-02 20:57:00,1
2019-03-02 21:05:00,1
2019-03-02 21:11:00,1
2019-03-02 21:16:00,1
2019-03-02 21:27:00,1
2019-03-02 21:33:00,1
2019-03-02 21:35:00,1
2019-03-02 21:37:00,1
2019-03-02 21:43:00,1
2019-03-02 23:03:00,1
