22,select * from stellarMassStarformingPort where specObjId=#
2019-03-02 00:21:00,1
2019-03-02 02:30:00,1
2019-03-02 02:53:00,1
2019-03-02 03:49:00,1
2019-03-02 06:27:00,1
2019-03-02 07:31:00,1
2019-03-02 08:43:00,1
2019-03-02 09:14:00,2
2019-03-02 09:35:00,1
2019-03-02 10:54:00,1
2019-03-02 11:04:00,1
2019-03-02 12:07:00,1
2019-03-02 15:26:00,1
2019-03-02 16:54:00,1
2019-03-02 17:06:00,1
2019-03-02 20:01:00,1
2019-03-02 20:27:00,1
2019-03-02 20:36:00,1
2019-03-02 22:09:00,1
2019-03-02 22:39:00,1
2019-03-02 22:50:00,1
