33617,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-02 00:00:00,14
2019-03-02 00:01:00,12
2019-03-02 00:02:00,12
2019-03-02 00:03:00,4
2019-03-02 00:04:00,6
2019-03-02 00:05:00,10
2019-03-02 00:06:00,12
2019-03-02 00:07:00,10
2019-03-02 00:08:00,11
2019-03-02 00:09:00,15
2019-03-02 00:10:00,4
2019-03-02 00:11:00,2
2019-03-02 00:12:00,3
2019-03-02 00:13:00,5
2019-03-02 00:14:00,11
2019-03-02 00:15:00,10
2019-03-02 00:16:00,11
2019-03-02 00:17:00,13
2019-03-02 00:18:00,23
2019-03-02 00:19:00,30
2019-03-02 00:20:00,35
2019-03-02 00:21:00,24
2019-03-02 00:22:00,29
2019-03-02 00:23:00,30
2019-03-02 00:24:00,23
2019-03-02 00:25:00,25
2019-03-02 00:26:00,24
2019-03-02 00:27:00,16
2019-03-02 00:28:00,25
2019-03-02 00:29:00,21
2019-03-02 00:30:00,21
2019-03-02 00:31:00,24
2019-03-02 00:32:00,41
2019-03-02 00:33:00,39
2019-03-02 00:34:00,22
2019-03-02 00:35:00,24
2019-03-02 00:36:00,28
2019-03-02 00:37:00,22
2019-03-02 00:38:00,25
2019-03-02 00:39:00,26
2019-03-02 00:40:00,19
2019-03-02 00:41:00,14
2019-03-02 00:42:00,8
2019-03-02 00:43:00,9
2019-03-02 00:44:00,9
2019-03-02 00:45:00,10
2019-03-02 00:46:00,10
2019-03-02 00:47:00,4
2019-03-02 00:48:00,3
2019-03-02 00:49:00,2
2019-03-02 00:50:00,1
2019-03-02 00:51:00,5
2019-03-02 00:52:00,6
2019-03-02 00:53:00,10
2019-03-02 00:54:00,9
2019-03-02 00:55:00,10
2019-03-02 00:56:00,2
2019-03-02 00:57:00,6
2019-03-02 00:58:00,8
2019-03-02 00:59:00,14
2019-03-02 01:00:00,18
2019-03-02 01:01:00,17
2019-03-02 01:02:00,13
2019-03-02 01:03:00,9
2019-03-02 01:04:00,15
2019-03-02 01:05:00,14
2019-03-02 01:06:00,21
2019-03-02 01:07:00,37
2019-03-02 01:08:00,38
2019-03-02 01:09:00,26
2019-03-02 01:10:00,25
2019-03-02 01:11:00,22
2019-03-02 01:12:00,20
2019-03-02 01:13:00,11
2019-03-02 01:14:00,12
2019-03-02 01:15:00,36
2019-03-02 01:16:00,15
2019-03-02 01:17:00,18
2019-03-02 01:18:00,11
2019-03-02 01:19:00,12
2019-03-02 01:20:00,12
2019-03-02 01:21:00,6
2019-03-02 01:22:00,4
2019-03-02 01:23:00,3
2019-03-02 01:24:00,2
2019-03-02 01:25:00,6
2019-03-02 01:26:00,5
2019-03-02 01:27:00,6
2019-03-02 01:28:00,9
2019-03-02 01:29:00,14
2019-03-02 01:30:00,22
2019-03-02 01:31:00,20
2019-03-02 01:32:00,14
2019-03-02 01:33:00,13
2019-03-02 01:34:00,16
2019-03-02 01:35:00,19
2019-03-02 01:36:00,17
2019-03-02 01:37:00,12
2019-03-02 01:38:00,7
2019-03-02 01:39:00,8
2019-03-02 01:40:00,16
2019-03-02 01:41:00,13
2019-03-02 01:42:00,18
2019-03-02 01:43:00,33
2019-03-02 01:44:00,28
2019-03-02 01:45:00,39
2019-03-02 01:46:00,36
2019-03-02 01:47:00,30
2019-03-02 01:48:00,32
2019-03-02 01:49:00,26
2019-03-02 01:50:00,29
2019-03-02 01:51:00,24
2019-03-02 01:52:00,23
2019-03-02 01:53:00,21
2019-03-02 01:54:00,21
2019-03-02 01:55:00,15
2019-03-02 01:56:00,24
2019-03-02 01:57:00,26
2019-03-02 01:58:00,28
2019-03-02 01:59:00,32
2019-03-02 02:00:00,36
2019-03-02 02:01:00,36
2019-03-02 02:02:00,36
2019-03-02 02:03:00,30
2019-03-02 02:04:00,27
2019-03-02 02:05:00,25
2019-03-02 02:06:00,23
2019-03-02 02:07:00,24
2019-03-02 02:08:00,36
2019-03-02 02:09:00,37
2019-03-02 02:10:00,46
2019-03-02 02:11:00,33
2019-03-02 02:12:00,33
2019-03-02 02:13:00,28
2019-03-02 02:14:00,31
2019-03-02 02:15:00,19
2019-03-02 02:16:00,29
2019-03-02 02:17:00,31
2019-03-02 02:18:00,25
2019-03-02 02:19:00,33
2019-03-02 02:20:00,17
2019-03-02 02:21:00,16
2019-03-02 02:22:00,19
2019-03-02 02:23:00,18
2019-03-02 02:24:00,8
2019-03-02 02:25:00,17
2019-03-02 02:26:00,15
2019-03-02 02:27:00,13
2019-03-02 02:28:00,15
2019-03-02 02:29:00,12
2019-03-02 02:30:00,10
2019-03-02 02:31:00,20
2019-03-02 02:32:00,22
2019-03-02 02:33:00,27
2019-03-02 02:34:00,24
2019-03-02 02:35:00,28
2019-03-02 02:36:00,37
2019-03-02 02:37:00,45
2019-03-02 02:38:00,28
2019-03-02 02:39:00,23
