17,select count(*) FROM SPECOBJ
2019-03-02 20:17:00,1
2019-03-02 20:18:00,1
2019-03-02 20:20:00,1
2019-03-02 20:21:00,1
2019-03-02 20:22:00,1
2019-03-02 20:23:00,2
2019-03-02 20:24:00,2
2019-03-02 20:25:00,2
2019-03-02 20:26:00,2
2019-03-02 20:27:00,2
2019-03-02 20:28:00,2
