23,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-02 03:54:00,1
2019-03-02 03:55:00,2
2019-03-02 03:57:00,1
2019-03-02 04:01:00,2
2019-03-02 04:05:00,2
2019-03-02 04:07:00,1
2019-03-02 04:10:00,2
2019-03-02 04:14:00,1
2019-03-02 04:18:00,4
2019-03-02 04:19:00,1
2019-03-02 04:23:00,2
2019-03-02 04:26:00,1
2019-03-02 19:59:00,1
2019-03-02 23:11:00,1
2019-03-02 23:22:00,1
