46,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-02 06:38:00,1
2019-03-02 06:56:00,1
2019-03-02 13:01:00,3
2019-03-02 13:04:00,1
2019-03-02 13:05:00,2
2019-03-02 13:06:00,1
2019-03-02 13:08:00,1
2019-03-02 13:09:00,4
2019-03-02 13:10:00,1
2019-03-02 13:11:00,2
2019-03-02 13:12:00,2
2019-03-02 13:13:00,2
2019-03-02 13:15:00,1
2019-03-02 13:18:00,3
2019-03-02 13:19:00,2
2019-03-02 13:20:00,1
2019-03-02 13:21:00,1
2019-03-02 13:24:00,2
2019-03-02 13:25:00,1
2019-03-02 13:27:00,4
2019-03-02 15:00:00,1
2019-03-02 15:07:00,1
2019-03-02 15:08:00,2
2019-03-02 18:25:00,1
2019-03-02 20:12:00,1
2019-03-02 20:13:00,1
2019-03-02 20:21:00,2
2019-03-02 22:43:00,1
