19,select count(z)
2019-03-02 15:07:00,2
2019-03-02 15:23:00,1
2019-03-02 16:00:00,1
2019-03-02 16:26:00,1
2019-03-02 19:23:00,1
2019-03-02 20:49:00,1
2019-03-02 20:57:00,1
2019-03-02 20:58:00,2
2019-03-02 20:59:00,2
2019-03-02 21:00:00,2
2019-03-02 21:01:00,3
2019-03-02 21:02:00,1
2019-03-02 22:02:00,1
