35287,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-02 11:32:00,5
2019-03-02 11:33:00,7
2019-03-02 11:34:00,4
2019-03-02 11:35:00,8
2019-03-02 11:36:00,6
2019-03-02 11:37:00,6
2019-03-02 11:38:00,9
2019-03-02 11:39:00,6
2019-03-02 11:40:00,7
2019-03-02 11:41:00,5
2019-03-02 11:42:00,6
2019-03-02 11:43:00,8
2019-03-02 11:44:00,7
2019-03-02 11:45:00,6
2019-03-02 11:46:00,6
2019-03-02 11:47:00,6
2019-03-02 11:48:00,7
2019-03-02 11:49:00,7
2019-03-02 11:50:00,5
2019-03-02 11:51:00,5
2019-03-02 11:52:00,8
2019-03-02 11:53:00,7
2019-03-02 11:54:00,6
2019-03-02 11:55:00,5
2019-03-02 11:56:00,5
2019-03-02 11:57:00,8
2019-03-02 11:58:00,5
2019-03-02 11:59:00,8
2019-03-02 12:00:00,8
2019-03-02 12:01:00,6
2019-03-02 12:02:00,6
2019-03-02 12:03:00,5
2019-03-02 12:04:00,7
2019-03-02 12:05:00,6
2019-03-02 12:06:00,6
2019-03-02 12:07:00,10
2019-03-02 12:08:00,6
2019-03-02 12:09:00,7
2019-03-02 12:10:00,6
2019-03-02 12:11:00,6
2019-03-02 12:12:00,6
2019-03-02 12:13:00,6
2019-03-02 12:14:00,6
2019-03-02 12:15:00,7
2019-03-02 12:16:00,4
2019-03-02 12:17:00,7
2019-03-02 12:18:00,6
2019-03-02 12:19:00,6
2019-03-02 12:20:00,6
2019-03-02 12:21:00,6
2019-03-02 12:22:00,6
2019-03-02 12:23:00,11
2019-03-02 12:24:00,4
2019-03-02 12:25:00,6
2019-03-02 12:26:00,7
2019-03-02 12:27:00,6
2019-03-02 12:28:00,6
2019-03-02 12:29:00,7
2019-03-02 12:30:00,5
2019-03-02 12:31:00,5
2019-03-02 12:32:00,12
2019-03-02 12:33:00,4
2019-03-02 12:34:00,5
2019-03-02 12:35:00,6
2019-03-02 12:36:00,7
2019-03-02 12:37:00,5
2019-03-02 12:38:00,7
2019-03-02 12:39:00,6
2019-03-02 12:40:00,12
2019-03-02 12:41:00,7
2019-03-02 12:42:00,5
2019-03-02 12:43:00,6
2019-03-02 12:44:00,6
2019-03-02 12:45:00,8
2019-03-02 12:46:00,4
2019-03-02 12:47:00,7
2019-03-02 12:48:00,11
2019-03-02 12:49:00,4
2019-03-02 12:50:00,7
2019-03-02 12:51:00,4
2019-03-02 12:52:00,6
2019-03-02 12:53:00,7
2019-03-02 12:54:00,6
2019-03-02 12:55:00,7
2019-03-02 12:56:00,5
2019-03-02 12:57:00,15
2019-03-02 12:58:00,5
2019-03-02 12:59:00,7
2019-03-02 13:00:00,9
2019-03-02 13:01:00,7
2019-03-02 13:02:00,5
2019-03-02 13:03:00,10
2019-03-02 13:04:00,5
2019-03-02 13:05:00,8
2019-03-02 13:06:00,6
2019-03-02 13:07:00,9
2019-03-02 13:08:00,5
2019-03-02 13:09:00,6
2019-03-02 13:10:00,27
2019-03-02 13:11:00,35
2019-03-02 13:12:00,4
2019-03-02 13:13:00,6
2019-03-02 13:14:00,7
2019-03-02 13:15:00,4
2019-03-02 13:16:00,4
2019-03-02 13:17:00,6
2019-03-02 13:18:00,74
2019-03-02 13:22:00,130
2019-03-02 13:23:00,99
2019-03-02 13:24:00,60
2019-03-02 13:25:00,44
2019-03-02 13:26:00,646
2019-03-02 13:27:00,130
2019-03-02 13:46:00,7
2019-03-02 13:48:00,6
2019-03-02 13:51:00,2
2019-03-02 13:59:00,118
2019-03-02 14:10:00,230
2019-03-02 14:11:00,13
2019-03-02 14:12:00,8
2019-03-02 14:13:00,5
2019-03-02 14:14:00,5
2019-03-02 14:15:00,6
2019-03-02 14:16:00,5
2019-03-02 14:17:00,7
2019-03-02 14:18:00,5
2019-03-02 14:19:00,6
2019-03-02 14:20:00,5
2019-03-02 14:21:00,5
2019-03-02 14:22:00,7
2019-03-02 14:23:00,5
2019-03-02 14:24:00,4
2019-03-02 14:25:00,7
2019-03-02 14:26:00,7
2019-03-02 14:27:00,5
2019-03-02 14:28:00,8
2019-03-02 14:29:00,6
2019-03-02 14:30:00,4
2019-03-02 14:31:00,6
2019-03-02 14:32:00,6
2019-03-02 14:33:00,4
2019-03-02 14:34:00,292
2019-03-02 14:35:00,313
2019-03-02 14:36:00,153
2019-03-02 14:37:00,350
2019-03-02 14:38:00,119
2019-03-02 14:39:00,74
2019-03-02 14:58:00,8
2019-03-02 14:59:00,7
2019-03-02 15:00:00,2
2019-03-02 15:01:00,2
2019-03-02 15:02:00,9
2019-03-02 15:17:00,5
2019-03-02 15:18:00,1
2019-03-02 15:19:00,3
2019-03-02 15:22:00,15
2019-03-02 15:41:00,11
2019-03-02 15:42:00,9
2019-03-02 15:46:00,7
2019-03-02 15:59:00,3
2019-03-02 16:00:00,5
2019-03-02 16:05:00,1
2019-03-02 16:09:00,23
2019-03-02 16:10:00,1
2019-03-02 16:27:00,6
2019-03-02 16:29:00,10
2019-03-02 16:33:00,3
2019-03-02 16:34:00,5
2019-03-02 16:39:00,1
2019-03-02 16:42:00,43
2019-03-02 16:44:00,21
2019-03-02 16:45:00,25
2019-03-02 16:47:00,1
2019-03-02 16:48:00,91
2019-03-02 16:59:00,129
2019-03-02 17:00:00,1
2019-03-02 17:11:00,793
2019-03-02 17:12:00,951
2019-03-02 17:13:00,463
2019-03-02 17:14:00,730
2019-03-02 17:15:00,9
2019-03-02 17:16:00,10
2019-03-02 17:17:00,4
2019-03-02 17:18:00,6
2019-03-02 17:19:00,5
2019-03-02 17:20:00,5
2019-03-02 17:21:00,6
2019-03-02 17:22:00,4
2019-03-02 17:23:00,4
2019-03-02 17:24:00,5
2019-03-02 17:25:00,12
2019-03-02 17:26:00,4
2019-03-02 17:27:00,4
2019-03-02 17:28:00,7
2019-03-02 17:29:00,6
2019-03-02 17:30:00,6
2019-03-02 17:31:00,4
2019-03-02 17:32:00,6
2019-03-02 17:33:00,5
2019-03-02 17:34:00,4
2019-03-02 17:35:00,8
2019-03-02 17:36:00,4
2019-03-02 17:37:00,3
2019-03-02 17:38:00,5
2019-03-02 17:39:00,3
2019-03-02 17:40:00,3
2019-03-02 17:41:00,3
2019-03-02 17:42:00,5
2019-03-02 17:43:00,6
2019-03-02 17:44:00,5
2019-03-02 17:45:00,1
2019-03-02 17:46:00,1
2019-03-02 17:47:00,2
2019-03-02 17:48:00,3
2019-03-02 17:49:00,2
2019-03-02 17:50:00,1
2019-03-02 17:51:00,3
2019-03-02 17:52:00,2
2019-03-02 17:53:00,1
2019-03-02 17:54:00,1
2019-03-02 17:55:00,9
2019-03-02 17:56:00,4
2019-03-02 17:57:00,5
2019-03-02 17:58:00,5
2019-03-02 17:59:00,6
2019-03-02 18:00:00,4
2019-03-02 18:01:00,5
2019-03-02 18:02:00,4
2019-03-02 18:03:00,5
2019-03-02 18:04:00,5
2019-03-02 18:05:00,3
2019-03-02 18:06:00,12
2019-03-02 18:07:00,6
2019-03-02 18:08:00,4
2019-03-02 18:09:00,4
2019-03-02 18:10:00,6
2019-03-02 18:11:00,5
2019-03-02 18:12:00,5
2019-03-02 18:13:00,6
2019-03-02 18:14:00,4
2019-03-02 18:15:00,4
2019-03-02 18:16:00,4
2019-03-02 18:17:00,5
2019-03-02 18:18:00,4
2019-03-02 18:19:00,3
2019-03-02 18:20:00,4
2019-03-02 18:21:00,1
2019-03-02 18:22:00,2
2019-03-02 18:23:00,2
2019-03-02 18:24:00,2
2019-03-02 18:25:00,3
2019-03-02 18:26:00,9
2019-03-02 18:27:00,6
2019-03-02 18:28:00,4
2019-03-02 18:29:00,6
2019-03-02 18:30:00,5
2019-03-02 18:31:00,6
2019-03-02 18:32:00,4
2019-03-02 18:33:00,5
2019-03-02 18:34:00,7
2019-03-02 18:35:00,3
2019-03-02 18:36:00,7
2019-03-02 18:37:00,4
2019-03-02 18:38:00,5
2019-03-02 18:39:00,4
2019-03-02 18:40:00,5
2019-03-02 18:41:00,3
2019-03-02 18:42:00,7
2019-03-02 18:43:00,4
2019-03-02 18:44:00,4
2019-03-02 18:45:00,8
2019-03-02 18:46:00,5
2019-03-02 18:47:00,7
2019-03-02 18:48:00,4
2019-03-02 18:49:00,6
2019-03-02 18:50:00,1
2019-03-02 18:51:00,1
2019-03-02 18:52:00,3
2019-03-02 18:53:00,4
2019-03-02 18:54:00,4
2019-03-02 18:55:00,10
2019-03-02 18:56:00,7
2019-03-02 18:57:00,5
2019-03-02 18:58:00,6
2019-03-02 18:59:00,5
2019-03-02 19:00:00,5
2019-03-02 19:01:00,7
2019-03-02 19:02:00,6
2019-03-02 19:03:00,4
2019-03-02 19:04:00,12
2019-03-02 19:05:00,6
2019-03-02 19:06:00,7
2019-03-02 19:07:00,4
2019-03-02 19:08:00,5
2019-03-02 19:09:00,8
2019-03-02 19:10:00,5
2019-03-02 19:11:00,6
2019-03-02 19:12:00,4
2019-03-02 19:13:00,10
2019-03-02 19:14:00,5
2019-03-02 19:15:00,5
2019-03-02 19:16:00,6
2019-03-02 19:17:00,6
2019-03-02 19:18:00,6
2019-03-02 19:19:00,7
2019-03-02 19:20:00,5
2019-03-02 19:21:00,8
2019-03-02 19:22:00,5
2019-03-02 19:23:00,4
2019-03-02 19:24:00,6
2019-03-02 19:25:00,5
2019-03-02 19:26:00,5
2019-03-02 19:27:00,4
2019-03-02 19:28:00,5
2019-03-02 19:29:00,4
2019-03-02 19:30:00,5
2019-03-02 19:31:00,3
2019-03-02 19:32:00,10
2019-03-02 19:33:00,5
2019-03-02 19:34:00,5
2019-03-02 19:35:00,5
2019-03-02 19:36:00,6
2019-03-02 19:37:00,5
2019-03-02 19:38:00,6
2019-03-02 19:39:00,5
2019-03-02 19:40:00,8
2019-03-02 19:41:00,3
2019-03-02 19:42:00,4
2019-03-02 19:43:00,3
2019-03-02 19:44:00,4
2019-03-02 19:45:00,3
2019-03-02 19:46:00,3
2019-03-02 19:47:00,1
2019-03-02 19:48:00,1
2019-03-02 19:49:00,3
2019-03-02 19:50:00,3
2019-03-02 19:51:00,4
2019-03-02 19:52:00,6
2019-03-02 19:53:00,6
2019-03-02 19:54:00,4
2019-03-02 19:55:00,6
2019-03-02 19:56:00,4
2019-03-02 19:57:00,5
2019-03-02 19:58:00,6
2019-03-02 19:59:00,4
2019-03-02 20:00:00,4
2019-03-02 20:01:00,11
2019-03-02 20:02:00,7
2019-03-02 20:03:00,5
2019-03-02 20:04:00,5
2019-03-02 20:05:00,6
2019-03-02 20:06:00,5
2019-03-02 20:07:00,6
2019-03-02 20:08:00,6
2019-03-02 20:09:00,4
2019-03-02 20:10:00,28
2019-03-02 20:11:00,12
2019-03-02 20:12:00,5
2019-03-02 20:13:00,4
2019-03-02 20:14:00,5
2019-03-02 20:15:00,768
2019-03-02 20:16:00,267
2019-03-02 20:17:00,169
2019-03-02 20:18:00,15
2019-03-02 20:19:00,13
2019-03-02 20:25:00,27
2019-03-02 20:26:00,19
2019-03-02 20:27:00,1
2019-03-02 20:29:00,135
2019-03-02 20:30:00,12
2019-03-02 20:31:00,1
2019-03-02 20:33:00,2
2019-03-02 20:34:00,47
2019-03-02 20:35:00,3
2019-03-02 20:37:00,3
2019-03-02 20:38:00,593
2019-03-02 20:39:00,2
2019-03-02 20:40:00,94
2019-03-02 20:41:00,217
2019-03-02 20:46:00,42
2019-03-02 20:47:00,31
2019-03-02 20:52:00,106
2019-03-02 20:53:00,273
2019-03-02 20:54:00,140
2019-03-02 20:55:00,4
2019-03-02 20:56:00,5
2019-03-02 20:57:00,5
2019-03-02 20:58:00,4
2019-03-02 20:59:00,5
2019-03-02 21:00:00,5
2019-03-02 21:01:00,5
2019-03-02 21:02:00,5
2019-03-02 21:03:00,6
2019-03-02 21:04:00,7
2019-03-02 21:05:00,10
2019-03-02 21:06:00,4
2019-03-02 21:07:00,5
2019-03-02 21:08:00,3
2019-03-02 21:09:00,13
2019-03-02 21:10:00,10
2019-03-02 21:11:00,29
2019-03-02 21:12:00,10
2019-03-02 21:13:00,5
2019-03-02 21:14:00,6
2019-03-02 21:15:00,4
2019-03-02 21:16:00,11
2019-03-02 21:17:00,4
2019-03-02 21:18:00,6
2019-03-02 21:19:00,5
2019-03-02 21:20:00,6
2019-03-02 21:21:00,5
2019-03-02 21:22:00,6
2019-03-02 21:23:00,5
2019-03-02 21:24:00,5
2019-03-02 21:25:00,16
2019-03-02 21:26:00,6
2019-03-02 21:27:00,9
2019-03-02 21:28:00,4
2019-03-02 21:29:00,8
2019-03-02 21:30:00,4
2019-03-02 21:31:00,8
2019-03-02 21:32:00,8
2019-03-02 21:33:00,5
2019-03-02 21:34:00,7
2019-03-02 21:35:00,5
2019-03-02 21:36:00,7
2019-03-02 21:37:00,6
2019-03-02 21:38:00,7
2019-03-02 21:39:00,13
2019-03-02 21:40:00,7
2019-03-02 21:41:00,7
2019-03-02 21:42:00,6
2019-03-02 21:43:00,7
2019-03-02 21:44:00,5
2019-03-02 21:45:00,6
2019-03-02 21:46:00,8
2019-03-02 21:47:00,5
2019-03-02 21:48:00,6
2019-03-02 21:49:00,8
2019-03-02 21:50:00,4
2019-03-02 21:51:00,8
2019-03-02 21:52:00,6
2019-03-02 21:53:00,6
2019-03-02 21:54:00,16
2019-03-02 21:55:00,6
2019-03-02 21:56:00,6
2019-03-02 21:57:00,6
2019-03-02 21:58:00,6
2019-03-02 21:59:00,7
2019-03-02 22:00:00,5
2019-03-02 22:01:00,6
2019-03-02 22:02:00,9
2019-03-02 22:03:00,7
2019-03-02 22:04:00,5
2019-03-02 22:05:00,6
2019-03-02 22:06:00,4
2019-03-02 22:07:00,7
2019-03-02 22:08:00,7
2019-03-02 22:09:00,6
2019-03-02 22:10:00,7
2019-03-02 22:11:00,7
2019-03-02 22:12:00,6
2019-03-02 22:13:00,4
2019-03-02 22:14:00,8
2019-03-02 22:15:00,6
2019-03-02 22:16:00,5
2019-03-02 22:17:00,7
2019-03-02 22:18:00,11
2019-03-02 22:19:00,7
2019-03-02 22:20:00,5
2019-03-02 22:21:00,6
2019-03-02 22:22:00,6
2019-03-02 22:23:00,5
2019-03-02 22:24:00,7
2019-03-02 22:25:00,5
2019-03-02 22:26:00,5
2019-03-02 22:27:00,9
2019-03-02 22:28:00,6
2019-03-02 22:29:00,6
2019-03-02 22:30:00,8
2019-03-02 22:31:00,6
2019-03-02 22:32:00,6
2019-03-02 22:33:00,6
2019-03-02 22:34:00,5
2019-03-02 22:35:00,17
2019-03-02 22:36:00,6
2019-03-02 22:37:00,7
2019-03-02 22:38:00,4
2019-03-02 22:39:00,18
2019-03-02 22:40:00,10
2019-03-02 22:41:00,5
2019-03-02 22:42:00,8
2019-03-02 22:43:00,5
2019-03-02 22:44:00,5
2019-03-02 22:45:00,6
2019-03-02 22:46:00,8
2019-03-02 22:47:00,6
2019-03-02 22:48:00,2
2019-03-02 22:49:00,10
2019-03-02 22:50:00,5
2019-03-02 22:51:00,3
2019-03-02 22:52:00,4
2019-03-02 22:53:00,7
2019-03-02 22:54:00,5
2019-03-02 22:55:00,6
2019-03-02 22:56:00,8
2019-03-02 22:57:00,9
2019-03-02 22:58:00,4
2019-03-02 22:59:00,4
2019-03-02 23:00:00,7
2019-03-02 23:01:00,8
2019-03-02 23:02:00,7
2019-03-02 23:03:00,5
2019-03-02 23:04:00,34
2019-03-02 23:05:00,5
2019-03-02 23:06:00,6
2019-03-02 23:07:00,6
2019-03-02 23:08:00,3
2019-03-02 23:09:00,5
2019-03-02 23:10:00,67
2019-03-02 23:11:00,8
2019-03-02 23:12:00,18
2019-03-02 23:13:00,5
2019-03-02 23:14:00,18
2019-03-02 23:15:00,6
2019-03-02 23:16:00,4
2019-03-02 23:17:00,3
2019-03-02 23:18:00,22
2019-03-02 23:19:00,7
2019-03-02 23:20:00,7
2019-03-02 23:21:00,6
2019-03-02 23:22:00,10
2019-03-02 23:23:00,11
2019-03-02 23:24:00,7
2019-03-02 23:25:00,23
2019-03-02 23:26:00,7
2019-03-02 23:27:00,18
2019-03-02 23:28:00,7
2019-03-02 23:29:00,24
2019-03-02 23:30:00,5
