35287,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-02 00:09:00,1
2019-03-02 00:17:00,186
2019-03-02 00:37:00,1
2019-03-02 00:39:00,325
2019-03-02 00:50:00,115
2019-03-02 00:52:00,459
2019-03-02 00:53:00,380
2019-03-02 01:04:00,324
2019-03-02 01:05:00,33
2019-03-02 01:06:00,37
2019-03-02 01:07:00,178
2019-03-02 01:08:00,71
2019-03-02 01:09:00,49
2019-03-02 01:10:00,68
2019-03-02 01:15:00,56
2019-03-02 01:16:00,57
2019-03-02 01:17:00,47
2019-03-02 01:18:00,48
2019-03-02 01:19:00,40
2019-03-02 01:20:00,35
2019-03-02 01:21:00,29
2019-03-02 01:22:00,398
2019-03-02 01:23:00,393
2019-03-02 01:24:00,595
2019-03-02 01:25:00,160
2019-03-02 01:26:00,75
2019-03-02 01:27:00,38
2019-03-02 01:28:00,40
2019-03-02 01:29:00,14
2019-03-02 01:30:00,25
2019-03-02 01:31:00,123
2019-03-02 01:32:00,152
2019-03-02 01:33:00,4
2019-03-02 01:54:00,23
2019-03-02 01:55:00,97
2019-03-02 01:56:00,1
2019-03-02 02:07:00,118
2019-03-02 02:08:00,23
2019-03-02 02:09:00,2
2019-03-02 02:11:00,1
2019-03-02 02:16:00,1
2019-03-02 02:17:00,8
2019-03-02 02:21:00,12
2019-03-02 02:28:00,1
2019-03-02 02:30:00,1
2019-03-02 02:31:00,183
2019-03-02 02:33:00,3
2019-03-02 02:34:00,1
2019-03-02 02:39:00,529
2019-03-02 02:40:00,1005
2019-03-02 02:41:00,301
2019-03-02 02:44:00,2
2019-03-02 02:46:00,1
2019-03-02 02:51:00,1
2019-03-02 02:57:00,161
2019-03-02 02:58:00,12
2019-03-02 02:59:00,14
2019-03-02 03:00:00,1
2019-03-02 03:03:00,2
2019-03-02 03:04:00,1
2019-03-02 03:10:00,1
2019-03-02 03:15:00,8
2019-03-02 03:16:00,16
2019-03-02 03:17:00,14
2019-03-02 03:18:00,11
2019-03-02 03:19:00,31
2019-03-02 03:20:00,11
2019-03-02 03:21:00,11
2019-03-02 03:22:00,41
2019-03-02 03:23:00,35
2019-03-02 03:24:00,12
2019-03-02 03:25:00,14
2019-03-02 03:26:00,10
2019-03-02 03:27:00,40
2019-03-02 03:28:00,13
2019-03-02 03:29:00,61
2019-03-02 03:30:00,1
2019-03-02 03:39:00,1
2019-03-02 03:46:00,44
2019-03-02 03:52:00,2
2019-03-02 03:58:00,1
2019-03-02 04:03:00,1
2019-03-02 04:08:00,1
2019-03-02 04:19:00,402
2019-03-02 04:20:00,769
2019-03-02 04:21:00,678
2019-03-02 04:22:00,440
2019-03-02 04:24:00,2
2019-03-02 04:29:00,1
2019-03-02 04:30:00,1
2019-03-02 04:32:00,1
2019-03-02 04:33:00,198
2019-03-02 04:34:00,27
2019-03-02 04:35:00,38
2019-03-02 04:36:00,19
2019-03-02 04:37:00,59
2019-03-02 04:38:00,46
2019-03-02 04:39:00,71
2019-03-02 04:40:00,89
2019-03-02 04:41:00,188
2019-03-02 04:42:00,114
2019-03-02 04:43:00,41
2019-03-02 04:44:00,36
2019-03-02 04:45:00,77
2019-03-02 04:46:00,178
2019-03-02 04:48:00,15
2019-03-02 04:49:00,10
2019-03-02 04:50:00,7
2019-03-02 04:51:00,11
2019-03-02 04:52:00,11
2019-03-02 04:53:00,13
2019-03-02 04:54:00,4
2019-03-02 04:55:00,9
2019-03-02 04:56:00,9
2019-03-02 04:57:00,7
2019-03-02 04:58:00,5
2019-03-02 04:59:00,21
2019-03-02 05:00:00,14
2019-03-02 05:01:00,8
2019-03-02 05:02:00,4
2019-03-02 05:03:00,11
2019-03-02 05:04:00,9
2019-03-02 05:05:00,9
2019-03-02 05:06:00,10
2019-03-02 05:07:00,7
2019-03-02 05:08:00,7
2019-03-02 05:09:00,10
2019-03-02 05:10:00,10
2019-03-02 05:11:00,8
2019-03-02 05:12:00,4
2019-03-02 05:13:00,4
2019-03-02 05:14:00,6
2019-03-02 05:15:00,8
2019-03-02 05:16:00,6
2019-03-02 05:17:00,6
2019-03-02 05:18:00,6
2019-03-02 05:19:00,9
2019-03-02 05:20:00,8
2019-03-02 05:21:00,5
2019-03-02 05:22:00,6
2019-03-02 05:23:00,7
2019-03-02 05:24:00,6
2019-03-02 05:25:00,7
2019-03-02 05:26:00,6
2019-03-02 05:27:00,7
2019-03-02 05:28:00,6
2019-03-02 05:29:00,7
2019-03-02 05:30:00,6
2019-03-02 05:31:00,6
2019-03-02 05:32:00,4
2019-03-02 05:33:00,7
2019-03-02 05:34:00,7
2019-03-02 05:35:00,6
2019-03-02 05:36:00,7
2019-03-02 05:37:00,6
2019-03-02 05:38:00,7
2019-03-02 05:39:00,5
2019-03-02 05:40:00,7
2019-03-02 05:41:00,8
2019-03-02 05:42:00,6
2019-03-02 05:43:00,11
2019-03-02 05:44:00,7
2019-03-02 05:45:00,7
2019-03-02 05:46:00,5
2019-03-02 05:47:00,8
2019-03-02 05:48:00,10
2019-03-02 05:49:00,10
2019-03-02 05:50:00,6
2019-03-02 05:51:00,7
2019-03-02 05:52:00,8
2019-03-02 05:53:00,5
2019-03-02 05:54:00,5
2019-03-02 05:55:00,8
2019-03-02 05:56:00,7
2019-03-02 05:57:00,10
2019-03-02 05:58:00,9
2019-03-02 05:59:00,9
2019-03-02 06:00:00,2
2019-03-02 06:01:00,17
2019-03-02 06:02:00,7
2019-03-02 06:03:00,9
2019-03-02 06:04:00,10
2019-03-02 06:05:00,10
2019-03-02 06:06:00,10
2019-03-02 06:07:00,10
2019-03-02 06:08:00,8
2019-03-02 06:09:00,9
2019-03-02 06:10:00,7
2019-03-02 06:11:00,4
2019-03-02 06:12:00,16
2019-03-02 06:13:00,8
2019-03-02 06:14:00,4
2019-03-02 06:15:00,7
2019-03-02 06:16:00,5
2019-03-02 06:17:00,11
2019-03-02 06:18:00,8
2019-03-02 06:19:00,4
2019-03-02 06:20:00,7
2019-03-02 06:21:00,4
2019-03-02 06:22:00,4
2019-03-02 06:23:00,5
2019-03-02 06:24:00,5
2019-03-02 06:25:00,3
2019-03-02 06:26:00,15
2019-03-02 06:27:00,6
2019-03-02 06:28:00,7
2019-03-02 06:29:00,5
2019-03-02 06:30:00,7
2019-03-02 06:31:00,8
2019-03-02 06:32:00,6
2019-03-02 06:33:00,6
2019-03-02 06:34:00,2
2019-03-02 06:35:00,4
2019-03-02 06:36:00,3
2019-03-02 06:37:00,5
2019-03-02 06:38:00,3
2019-03-02 06:39:00,4
2019-03-02 06:40:00,5
2019-03-02 06:41:00,11
2019-03-02 06:42:00,3
2019-03-02 06:43:00,4
2019-03-02 06:44:00,5
2019-03-02 06:45:00,3
2019-03-02 06:46:00,6
2019-03-02 06:47:00,4
2019-03-02 06:48:00,6
2019-03-02 06:49:00,3
2019-03-02 06:50:00,11
2019-03-02 06:51:00,7
2019-03-02 06:52:00,6
2019-03-02 06:53:00,6
2019-03-02 06:54:00,4
2019-03-02 06:55:00,5
2019-03-02 06:56:00,3
2019-03-02 06:57:00,3
2019-03-02 06:58:00,3
2019-03-02 06:59:00,1
2019-03-02 07:00:00,2
2019-03-02 07:01:00,1
2019-03-02 07:02:00,3
2019-03-02 07:05:00,1
2019-03-02 07:06:00,2
2019-03-02 07:07:00,1
2019-03-02 07:10:00,1
2019-03-02 07:11:00,2
2019-03-02 07:12:00,2
2019-03-02 07:13:00,3
2019-03-02 07:14:00,4
2019-03-02 07:15:00,2
2019-03-02 07:16:00,2
2019-03-02 07:17:00,5
2019-03-02 07:18:00,2
2019-03-02 07:19:00,5
2019-03-02 07:20:00,5
2019-03-02 07:21:00,4
2019-03-02 07:22:00,4
2019-03-02 07:23:00,2
2019-03-02 07:24:00,3
2019-03-02 07:25:00,3
2019-03-02 07:26:00,5
2019-03-02 07:27:00,2
2019-03-02 07:28:00,4
2019-03-02 07:29:00,4
2019-03-02 07:30:00,2
2019-03-02 07:31:00,3
2019-03-02 07:32:00,2
2019-03-02 07:33:00,3
2019-03-02 07:34:00,5
2019-03-02 07:35:00,1
2019-03-02 07:39:00,1
2019-03-02 07:40:00,1
2019-03-02 07:45:00,3
2019-03-02 07:46:00,2
2019-03-02 07:47:00,1
2019-03-02 07:48:00,4
2019-03-02 07:49:00,4
2019-03-02 07:50:00,5
2019-03-02 07:51:00,5
2019-03-02 07:52:00,5
2019-03-02 07:53:00,7
2019-03-02 07:54:00,5
2019-03-02 07:55:00,4
2019-03-02 07:56:00,5
2019-03-02 07:57:00,3
2019-03-02 07:58:00,3
2019-03-02 07:59:00,6
2019-03-02 08:00:00,3
2019-03-02 08:01:00,5
2019-03-02 08:02:00,2
2019-03-02 08:03:00,1
2019-03-02 08:04:00,1
2019-03-02 08:05:00,2
2019-03-02 08:06:00,2
2019-03-02 08:07:00,3
2019-03-02 08:08:00,3
2019-03-02 08:09:00,5
2019-03-02 08:10:00,2
2019-03-02 08:11:00,7
2019-03-02 08:12:00,19
2019-03-02 08:13:00,15
2019-03-02 08:14:00,1
2019-03-02 08:16:00,65
2019-03-02 08:17:00,47
2019-03-02 08:18:00,43
2019-03-02 08:19:00,72
2019-03-02 08:20:00,44
2019-03-02 08:21:00,64
2019-03-02 08:22:00,8
2019-03-02 08:23:00,2
2019-03-02 08:24:00,20
2019-03-02 08:25:00,9
2019-03-02 08:26:00,2
2019-03-02 08:27:00,8
2019-03-02 08:28:00,6
2019-03-02 08:29:00,2
2019-03-02 08:30:00,3
2019-03-02 08:31:00,25
2019-03-02 08:32:00,13
2019-03-02 08:33:00,4
2019-03-02 08:36:00,24
2019-03-02 08:37:00,5
2019-03-02 08:39:00,360
2019-03-02 08:40:00,30
2019-03-02 08:41:00,58
2019-03-02 08:42:00,19
2019-03-02 08:43:00,53
2019-03-02 08:44:00,17
2019-03-02 08:45:00,12
2019-03-02 08:46:00,104
2019-03-02 08:47:00,291
2019-03-02 08:48:00,74
2019-03-02 08:49:00,36
2019-03-02 08:50:00,42
2019-03-02 08:51:00,17
2019-03-02 08:52:00,41
2019-03-02 08:53:00,18
2019-03-02 08:54:00,26
2019-03-02 08:55:00,36
2019-03-02 08:56:00,22
2019-03-02 08:57:00,40
2019-03-02 08:58:00,27
2019-03-02 08:59:00,45
2019-03-02 09:00:00,19
2019-03-02 09:01:00,11
2019-03-02 09:02:00,114
2019-03-02 09:03:00,57
2019-03-02 09:04:00,65
2019-03-02 09:06:00,62
2019-03-02 09:09:00,243
2019-03-02 09:10:00,132
2019-03-02 09:11:00,147
2019-03-02 09:12:00,180
2019-03-02 09:13:00,600
2019-03-02 09:14:00,936
2019-03-02 09:15:00,1025
2019-03-02 09:16:00,498
2019-03-02 09:17:00,642
2019-03-02 09:35:00,1
2019-03-02 09:38:00,6
2019-03-02 09:39:00,593
2019-03-02 09:50:00,56
2019-03-02 10:08:00,3
2019-03-02 10:12:00,35
2019-03-02 11:05:00,181
2019-03-02 11:06:00,6
2019-03-02 11:07:00,18
2019-03-02 11:08:00,114
2019-03-02 11:09:00,203
2019-03-02 11:12:00,83
2019-03-02 11:13:00,1
2019-03-02 11:14:00,288
2019-03-02 11:15:00,49
2019-03-02 11:16:00,149
2019-03-02 11:17:00,178
2019-03-02 11:18:00,200
2019-03-02 11:19:00,88
2019-03-02 11:20:00,6
2019-03-02 11:21:00,5
2019-03-02 11:22:00,6
2019-03-02 11:23:00,6
2019-03-02 11:24:00,7
2019-03-02 11:25:00,8
2019-03-02 11:26:00,5
2019-03-02 11:27:00,10
2019-03-02 11:28:00,6
2019-03-02 11:29:00,6
2019-03-02 11:30:00,6
2019-03-02 11:31:00,6
