12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-09 13:52:00,1
2019-07-09 13:58:00,1
2019-07-09 14:01:00,1
2019-07-09 14:04:00,1
2019-07-09 14:09:00,1
2019-07-09 14:12:00,1
2019-07-09 14:16:00,1
2019-07-09 14:20:00,1
2019-07-09 14:25:00,1
2019-07-09 14:27:00,1
2019-07-09 14:35:00,1
2019-07-09 14:42:00,1
