105,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-09 00:06:00,2
2019-07-09 00:43:00,2
2019-07-09 00:56:00,1
2019-07-09 00:59:00,1
2019-07-09 01:10:00,1
2019-07-09 02:56:00,1
2019-07-09 06:24:00,1
2019-07-09 08:55:00,1
2019-07-09 09:30:00,1
2019-07-09 10:00:00,1
2019-07-09 10:36:00,1
2019-07-09 11:45:00,1
2019-07-09 11:49:00,1
2019-07-09 11:50:00,1
2019-07-09 11:51:00,1
2019-07-09 11:53:00,1
2019-07-09 11:55:00,1
2019-07-09 12:35:00,1
2019-07-09 15:14:00,1
2019-07-09 15:31:00,2
2019-07-09 15:42:00,1
2019-07-09 16:01:00,2
2019-07-09 16:13:00,1
2019-07-09 16:29:00,7
2019-07-09 16:31:00,1
2019-07-09 16:32:00,1
2019-07-09 16:36:00,2
2019-07-09 16:49:00,1
2019-07-09 17:02:00,2
2019-07-09 17:03:00,1
2019-07-09 17:09:00,1
2019-07-09 17:10:00,1
2019-07-09 17:20:00,1
2019-07-09 17:23:00,1
2019-07-09 17:46:00,3
2019-07-09 17:47:00,1
2019-07-09 17:48:00,1
2019-07-09 17:49:00,2
2019-07-09 17:52:00,2
2019-07-09 17:53:00,1
2019-07-09 18:00:00,1
2019-07-09 18:11:00,1
2019-07-09 18:20:00,2
2019-07-09 18:26:00,1
2019-07-09 18:31:00,1
2019-07-09 18:39:00,1
2019-07-09 18:45:00,1
2019-07-09 19:17:00,1
2019-07-09 19:18:00,1
2019-07-09 19:22:00,1
2019-07-09 19:27:00,1
2019-07-09 19:28:00,1
2019-07-09 19:31:00,2
2019-07-09 20:48:00,1
2019-07-09 21:15:00,1
2019-07-09 21:31:00,1
2019-07-09 21:41:00,1
2019-07-09 21:50:00,6
2019-07-09 22:09:00,1
2019-07-09 22:11:00,2
2019-07-09 22:13:00,1
2019-07-09 22:14:00,1
2019-07-09 22:15:00,1
2019-07-09 22:26:00,1
2019-07-09 22:32:00,1
2019-07-09 22:37:00,3
2019-07-09 22:43:00,1
2019-07-09 22:55:00,1
2019-07-09 23:08:00,2
2019-07-09 23:13:00,1
2019-07-09 23:26:00,1
2019-07-09 23:31:00,1
2019-07-09 23:35:00,1
2019-07-09 23:46:00,1
2019-07-09 23:57:00,4
