51,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-09 02:31:00,1
2019-07-09 10:25:00,16
2019-07-09 11:31:00,1
2019-07-09 11:32:00,1
2019-07-09 11:33:00,1
2019-07-09 14:00:00,1
2019-07-09 14:30:00,1
2019-07-09 14:31:00,1
2019-07-09 15:31:00,1
2019-07-09 15:32:00,1
2019-07-09 15:33:00,1
2019-07-09 15:34:00,1
2019-07-09 16:01:00,1
2019-07-09 16:02:00,1
2019-07-09 16:03:00,1
2019-07-09 16:04:00,1
2019-07-09 16:05:00,9
2019-07-09 16:06:00,1
2019-07-09 16:07:00,1
2019-07-09 16:08:00,1
2019-07-09 16:09:00,1
2019-07-09 16:10:00,1
2019-07-09 16:11:00,2
2019-07-09 16:32:00,1
2019-07-09 16:33:00,1
2019-07-09 16:35:00,1
2019-07-09 18:01:00,1
