21,select * from apogeeStar where apstar_id=&&&
2019-07-09 03:15:00,1
2019-07-09 03:41:00,1
2019-07-09 03:44:00,1
2019-07-09 03:51:00,1
2019-07-09 04:01:00,1
2019-07-09 04:41:00,1
2019-07-09 05:06:00,1
2019-07-09 05:26:00,1
2019-07-09 05:46:00,1
2019-07-09 05:56:00,1
2019-07-09 06:22:00,1
2019-07-09 06:28:00,1
2019-07-09 06:31:00,1
2019-07-09 06:33:00,1
2019-07-09 06:51:00,1
2019-07-09 06:55:00,1
2019-07-09 06:59:00,1
2019-07-09 07:04:00,1
2019-07-09 07:27:00,1
2019-07-09 09:08:00,2
