246,select * from dbo.fDocColumns(&&&)
2019-07-09 00:10:00,1
2019-07-09 00:42:00,1
2019-07-09 00:55:00,1
2019-07-09 01:17:00,1
2019-07-09 01:19:00,1
2019-07-09 01:23:00,1
2019-07-09 02:14:00,1
2019-07-09 02:23:00,2
2019-07-09 02:27:00,2
2019-07-09 02:28:00,2
2019-07-09 02:33:00,2
2019-07-09 02:37:00,2
2019-07-09 02:45:00,1
2019-07-09 03:14:00,3
2019-07-09 03:27:00,2
2019-07-09 03:29:00,1
2019-07-09 03:35:00,2
2019-07-09 03:40:00,1
2019-07-09 04:14:00,2
2019-07-09 04:44:00,2
2019-07-09 04:47:00,1
2019-07-09 05:28:00,1
2019-07-09 06:07:00,2
2019-07-09 06:45:00,1
2019-07-09 07:00:00,2
2019-07-09 07:03:00,1
2019-07-09 07:05:00,1
2019-07-09 07:10:00,1
2019-07-09 07:12:00,2
2019-07-09 07:21:00,2
2019-07-09 07:32:00,2
2019-07-09 07:34:00,1
2019-07-09 07:35:00,1
2019-07-09 07:38:00,1
2019-07-09 07:39:00,2
2019-07-09 07:40:00,1
2019-07-09 07:42:00,1
2019-07-09 07:53:00,2
2019-07-09 08:17:00,1
2019-07-09 08:27:00,2
2019-07-09 08:30:00,1
2019-07-09 08:39:00,2
2019-07-09 08:48:00,2
2019-07-09 08:58:00,2
2019-07-09 08:59:00,3
2019-07-09 09:18:00,2
2019-07-09 09:21:00,1
2019-07-09 09:33:00,1
2019-07-09 09:34:00,1
2019-07-09 09:35:00,1
2019-07-09 09:49:00,1
2019-07-09 09:56:00,2
2019-07-09 10:00:00,2
2019-07-09 10:49:00,1
2019-07-09 10:51:00,1
2019-07-09 11:00:00,1
2019-07-09 11:12:00,1
2019-07-09 11:41:00,1
2019-07-09 12:01:00,1
2019-07-09 12:28:00,1
2019-07-09 12:37:00,1
2019-07-09 13:18:00,3
2019-07-09 13:22:00,1
2019-07-09 13:40:00,2
2019-07-09 13:43:00,1
2019-07-09 13:53:00,1
2019-07-09 14:28:00,2
2019-07-09 14:32:00,1
2019-07-09 15:04:00,4
2019-07-09 15:15:00,2
2019-07-09 15:21:00,1
2019-07-09 15:33:00,1
2019-07-09 15:34:00,1
2019-07-09 15:35:00,1
2019-07-09 15:38:00,1
2019-07-09 15:55:00,1
2019-07-09 16:13:00,1
2019-07-09 16:17:00,4
2019-07-09 16:19:00,1
2019-07-09 16:20:00,3
2019-07-09 16:22:00,2
2019-07-09 16:23:00,1
2019-07-09 16:27:00,2
2019-07-09 16:28:00,2
2019-07-09 16:29:00,1
2019-07-09 16:31:00,1
2019-07-09 16:32:00,1
2019-07-09 16:33:00,2
2019-07-09 16:51:00,1
2019-07-09 16:52:00,1
2019-07-09 16:53:00,2
2019-07-09 17:03:00,1
2019-07-09 17:10:00,1
2019-07-09 17:11:00,1
2019-07-09 17:15:00,1
2019-07-09 17:18:00,1
2019-07-09 17:22:00,1
2019-07-09 17:24:00,1
2019-07-09 17:25:00,2
2019-07-09 17:58:00,2
2019-07-09 18:00:00,4
2019-07-09 18:09:00,2
2019-07-09 18:28:00,2
2019-07-09 19:38:00,1
2019-07-09 19:39:00,2
2019-07-09 19:46:00,1
2019-07-09 19:58:00,1
2019-07-09 20:00:00,1
2019-07-09 20:02:00,2
2019-07-09 20:13:00,1
2019-07-09 20:21:00,1
2019-07-09 20:43:00,2
2019-07-09 21:05:00,1
2019-07-09 21:22:00,1
2019-07-09 21:56:00,2
2019-07-09 22:09:00,1
2019-07-09 22:11:00,2
2019-07-09 22:26:00,7
2019-07-09 22:46:00,1
2019-07-09 23:07:00,1
2019-07-09 23:14:00,1
2019-07-09 23:18:00,2
2019-07-09 23:22:00,1
2019-07-09 23:37:00,1
2019-07-09 23:40:00,1
2019-07-09 23:47:00,1
2019-07-09 23:53:00,4
2019-07-09 23:54:00,8
2019-07-09 23:55:00,11
2019-07-09 23:56:00,9
2019-07-09 23:57:00,6
2019-07-09 23:58:00,1
2019-07-09 23:59:00,17
