9593,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-07-09 02:34:00,1
2019-07-09 14:51:00,1
2019-07-09 15:19:00,12
2019-07-09 15:20:00,4
2019-07-09 15:21:00,31
2019-07-09 15:22:00,62
2019-07-09 15:23:00,14
2019-07-09 15:24:00,7
2019-07-09 15:25:00,4
2019-07-09 15:26:00,3
2019-07-09 15:27:00,9
2019-07-09 15:28:00,2
2019-07-09 15:29:00,2
2019-07-09 15:30:00,4
2019-07-09 15:44:00,3
2019-07-09 16:13:00,40
2019-07-09 16:14:00,540
2019-07-09 16:15:00,625
2019-07-09 16:16:00,645
2019-07-09 16:17:00,617
2019-07-09 16:18:00,651
2019-07-09 16:19:00,488
2019-07-09 17:56:00,16
2019-07-09 17:57:00,114
2019-07-09 17:58:00,54
2019-07-09 18:00:00,1
2019-07-09 18:01:00,3
2019-07-09 18:02:00,3
2019-07-09 18:03:00,3
2019-07-09 18:04:00,3
2019-07-09 18:05:00,26
2019-07-09 19:43:00,32
2019-07-09 19:44:00,82
2019-07-09 19:45:00,53
2019-07-09 19:46:00,99
2019-07-09 19:47:00,47
2019-07-09 19:49:00,68
2019-07-09 19:50:00,53
2019-07-09 19:51:00,7
2019-07-09 19:52:00,127
2019-07-09 19:53:00,63
2019-07-09 19:54:00,41
2019-07-09 19:55:00,67
2019-07-09 19:59:00,24
2019-07-09 20:00:00,123
2019-07-09 20:01:00,116
2019-07-09 20:02:00,107
2019-07-09 20:03:00,27
2019-07-09 20:05:00,40
2019-07-09 20:06:00,72
2019-07-09 20:07:00,124
2019-07-09 20:08:00,95
2019-07-09 20:09:00,55
2019-07-09 20:10:00,96
2019-07-09 20:11:00,128
2019-07-09 20:12:00,138
2019-07-09 20:13:00,146
2019-07-09 20:14:00,125
2019-07-09 20:15:00,114
2019-07-09 20:16:00,144
2019-07-09 20:17:00,36
2019-07-09 20:21:00,8
2019-07-09 20:25:00,8
2019-07-09 20:26:00,116
2019-07-09 20:27:00,131
2019-07-09 20:28:00,122
2019-07-09 20:29:00,128
2019-07-09 20:30:00,114
2019-07-09 20:31:00,123
2019-07-09 20:33:00,23
2019-07-09 20:34:00,75
2019-07-09 20:35:00,60
2019-07-09 20:37:00,64
2019-07-09 20:38:00,107
2019-07-09 20:39:00,115
2019-07-09 20:40:00,73
2019-07-09 20:41:00,95
2019-07-09 20:42:00,60
2019-07-09 20:43:00,38
2019-07-09 20:44:00,107
2019-07-09 20:45:00,89
2019-07-09 20:46:00,109
2019-07-09 20:47:00,99
2019-07-09 20:48:00,84
2019-07-09 20:49:00,118
2019-07-09 20:50:00,100
2019-07-09 20:51:00,133
2019-07-09 20:52:00,122
2019-07-09 20:53:00,119
2019-07-09 20:54:00,94
2019-07-09 20:55:00,69
2019-07-09 20:56:00,67
2019-07-09 20:57:00,85
2019-07-09 20:58:00,112
2019-07-09 20:59:00,89
2019-07-09 21:00:00,55
2019-07-09 23:25:00,45
