42,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-09 00:45:00,1
2019-07-09 01:29:00,1
2019-07-09 01:30:00,1
2019-07-09 01:45:00,1
2019-07-09 02:45:00,1
2019-07-09 03:45:00,1
2019-07-09 04:45:00,1
2019-07-09 05:45:00,1
2019-07-09 06:46:00,1
2019-07-09 07:46:00,1
2019-07-09 08:45:00,1
2019-07-09 09:45:00,1
2019-07-09 10:21:00,1
2019-07-09 10:45:00,1
2019-07-09 11:45:00,1
2019-07-09 12:46:00,1
2019-07-09 13:38:00,9
2019-07-09 13:45:00,1
2019-07-09 14:45:00,1
2019-07-09 15:44:00,1
2019-07-09 16:18:00,3
2019-07-09 16:19:00,6
2019-07-09 16:45:00,1
2019-07-09 17:12:00,1
2019-07-09 17:45:00,1
2019-07-09 18:45:00,1
2019-07-09 19:45:00,1
