56,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-05-26 00:46:00,1
2019-05-26 01:46:00,2
2019-05-26 02:19:00,9
2019-05-26 02:47:00,1
2019-05-26 03:46:00,1
2019-05-26 04:46:00,1
2019-05-26 05:46:00,1
2019-05-26 06:46:00,1
2019-05-26 07:45:00,1
2019-05-26 08:47:00,1
2019-05-26 09:45:00,1
2019-05-26 10:46:00,1
2019-05-26 11:46:00,1
2019-05-26 12:47:00,1
2019-05-26 13:06:00,1
2019-05-26 13:07:00,1
2019-05-26 13:13:00,1
2019-05-26 13:16:00,1
2019-05-26 13:34:00,1
2019-05-26 13:45:00,1
2019-05-26 13:46:00,1
2019-05-26 13:56:00,1
2019-05-26 14:17:00,1
2019-05-26 14:23:00,1
2019-05-26 14:27:00,1
2019-05-26 14:46:00,1
2019-05-26 15:29:00,1
2019-05-26 15:32:00,1
2019-05-26 15:45:00,1
2019-05-26 16:46:00,1
2019-05-26 17:43:00,5
2019-05-26 17:44:00,2
2019-05-26 17:45:00,1
2019-05-26 17:48:00,7
2019-05-26 18:46:00,1
2019-05-26 19:46:00,1
