416,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-05-26 14:31:00,3
2019-05-26 14:32:00,11
2019-05-26 14:33:00,11
2019-05-26 14:34:00,10
2019-05-26 14:35:00,10
2019-05-26 14:36:00,10
2019-05-26 14:37:00,9
2019-05-26 14:38:00,10
2019-05-26 14:39:00,9
2019-05-26 14:40:00,9
2019-05-26 14:41:00,10
2019-05-26 14:42:00,9
2019-05-26 14:43:00,9
2019-05-26 14:44:00,13
2019-05-26 14:45:00,10
2019-05-26 14:46:00,9
2019-05-26 14:47:00,12
2019-05-26 14:48:00,12
2019-05-26 14:49:00,9
2019-05-26 14:50:00,10
2019-05-26 14:51:00,8
2019-05-26 14:52:00,11
2019-05-26 14:53:00,11
2019-05-26 14:54:00,8
2019-05-26 14:55:00,11
2019-05-26 14:56:00,9
2019-05-26 14:57:00,14
2019-05-26 14:58:00,17
2019-05-26 14:59:00,13
2019-05-26 15:00:00,11
2019-05-26 15:01:00,17
2019-05-26 15:02:00,11
2019-05-26 15:03:00,10
2019-05-26 15:04:00,12
2019-05-26 15:05:00,10
2019-05-26 15:06:00,10
2019-05-26 15:07:00,9
2019-05-26 15:08:00,9
2019-05-26 15:09:00,10
2019-05-26 15:10:00,10
