175,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-05-26 00:06:00,1
2019-05-26 00:08:00,1
2019-05-26 00:31:00,1
2019-05-26 00:34:00,1
2019-05-26 00:35:00,2
2019-05-26 00:44:00,1
2019-05-26 00:47:00,1
2019-05-26 00:57:00,1
2019-05-26 00:59:00,1
2019-05-26 01:10:00,1
2019-05-26 01:13:00,1
2019-05-26 01:22:00,1
2019-05-26 01:25:00,1
2019-05-26 01:40:00,1
2019-05-26 01:43:00,1
2019-05-26 02:09:00,1
2019-05-26 02:14:00,1
2019-05-26 02:24:00,1
2019-05-26 02:26:00,1
2019-05-26 02:50:00,1
2019-05-26 03:05:00,1
2019-05-26 03:07:00,1
2019-05-26 03:16:00,1
2019-05-26 03:18:00,1
2019-05-26 03:19:00,1
2019-05-26 03:20:00,1
2019-05-26 03:28:00,1
2019-05-26 03:30:00,1
2019-05-26 03:39:00,1
2019-05-26 03:42:00,1
2019-05-26 03:50:00,1
2019-05-26 03:53:00,1
2019-05-26 04:01:00,1
2019-05-26 04:04:00,1
2019-05-26 04:05:00,2
2019-05-26 04:14:00,1
2019-05-26 04:16:00,1
2019-05-26 04:25:00,1
2019-05-26 04:27:00,1
2019-05-26 04:28:00,1
2019-05-26 04:29:00,1
2019-05-26 04:38:00,1
2019-05-26 04:40:00,1
2019-05-26 04:49:00,1
2019-05-26 04:51:00,1
2019-05-26 05:05:00,1
2019-05-26 05:08:00,1
2019-05-26 05:22:00,1
2019-05-26 05:26:00,1
2019-05-26 05:40:00,1
2019-05-26 05:44:00,1
2019-05-26 06:00:00,1
2019-05-26 06:04:00,1
2019-05-26 06:18:00,1
2019-05-26 06:22:00,1
2019-05-26 06:24:00,2
2019-05-26 06:37:00,1
2019-05-26 06:41:00,1
2019-05-26 06:55:00,1
2019-05-26 06:59:00,1
2019-05-26 07:12:00,1
2019-05-26 07:15:00,1
2019-05-26 07:40:00,1
2019-05-26 07:44:00,1
2019-05-26 07:58:00,1
2019-05-26 08:02:00,1
2019-05-26 08:16:00,1
2019-05-26 08:20:00,1
2019-05-26 08:27:00,1
2019-05-26 08:28:00,1
2019-05-26 08:31:00,1
2019-05-26 08:32:00,1
2019-05-26 08:38:00,1
2019-05-26 08:39:00,1
2019-05-26 08:43:00,1
2019-05-26 08:44:00,1
2019-05-26 09:00:00,1
2019-05-26 09:03:00,1
2019-05-26 09:17:00,1
2019-05-26 09:21:00,1
2019-05-26 09:36:00,1
2019-05-26 09:39:00,1
2019-05-26 09:54:00,1
2019-05-26 09:58:00,1
2019-05-26 10:15:00,1
2019-05-26 10:18:00,1
2019-05-26 10:35:00,1
2019-05-26 10:39:00,1
2019-05-26 10:54:00,1
2019-05-26 10:57:00,1
2019-05-26 11:13:00,1
2019-05-26 11:17:00,1
2019-05-26 11:31:00,1
2019-05-26 11:34:00,1
2019-05-26 11:49:00,1
2019-05-26 11:53:00,1
2019-05-26 12:07:00,1
2019-05-26 12:11:00,1
2019-05-26 13:50:00,1
2019-05-26 13:54:00,1
2019-05-26 14:09:00,1
2019-05-26 14:13:00,1
2019-05-26 14:27:00,1
2019-05-26 14:31:00,1
2019-05-26 14:44:00,1
2019-05-26 14:48:00,1
2019-05-26 15:03:00,1
2019-05-26 15:07:00,1
2019-05-26 15:22:00,1
2019-05-26 15:26:00,1
2019-05-26 15:40:00,1
2019-05-26 15:43:00,1
2019-05-26 15:58:00,1
2019-05-26 16:02:00,1
2019-05-26 16:17:00,1
2019-05-26 16:35:00,1
2019-05-26 16:38:00,1
2019-05-26 16:53:00,1
2019-05-26 17:08:00,1
2019-05-26 17:24:00,1
2019-05-26 17:27:00,1
2019-05-26 17:36:00,1
2019-05-26 17:38:00,1
2019-05-26 17:54:00,1
2019-05-26 17:58:00,1
2019-05-26 18:21:00,1
2019-05-26 18:25:00,1
2019-05-26 18:39:00,1
2019-05-26 18:43:00,1
2019-05-26 18:56:00,1
2019-05-26 19:00:00,1
2019-05-26 19:15:00,1
2019-05-26 19:19:00,1
2019-05-26 19:39:00,1
2019-05-26 19:57:00,1
2019-05-26 20:01:00,1
2019-05-26 20:15:00,1
2019-05-26 20:19:00,1
2019-05-26 20:34:00,1
2019-05-26 20:38:00,1
2019-05-26 20:52:00,1
2019-05-26 20:56:00,1
2019-05-26 21:11:00,1
2019-05-26 21:14:00,1
2019-05-26 21:30:00,1
2019-05-26 21:34:00,1
2019-05-26 21:48:00,1
2019-05-26 21:52:00,1
2019-05-26 22:07:00,1
2019-05-26 22:11:00,1
2019-05-26 22:25:00,1
2019-05-26 22:30:00,1
2019-05-26 22:39:00,1
2019-05-26 22:41:00,1
2019-05-26 22:50:00,1
2019-05-26 22:52:00,1
2019-05-26 22:59:00,1
2019-05-26 23:00:00,1
2019-05-26 23:07:00,1
2019-05-26 23:09:00,1
2019-05-26 23:18:00,1
2019-05-26 23:20:00,2
2019-05-26 23:21:00,1
2019-05-26 23:28:00,1
2019-05-26 23:30:00,1
2019-05-26 23:38:00,1
2019-05-26 23:40:00,1
2019-05-26 23:43:00,1
2019-05-26 23:44:00,1
2019-05-26 23:52:00,1
2019-05-26 23:54:00,1
