18,"select # as Column1, # as Column2"
2019-05-26 09:56:00,4
2019-05-26 09:57:00,2
2019-05-26 10:04:00,5
2019-05-26 10:05:00,1
2019-05-26 10:08:00,4
2019-05-26 10:09:00,2
