2774,"SELECT fieldID ,field, run, camcol,raMin,raMax,decMin,decMax FROM Field Where raMin<# and raMax># and decMin<# and decMax>#"
2019-05-26 06:26:00,4
2019-05-26 06:27:00,5
2019-05-26 06:28:00,4
2019-05-26 06:29:00,6
2019-05-26 06:30:00,5
2019-05-26 06:31:00,4
2019-05-26 06:32:00,4
2019-05-26 06:33:00,6
2019-05-26 06:34:00,5
2019-05-26 06:35:00,4
2019-05-26 06:36:00,6
2019-05-26 06:37:00,4
2019-05-26 06:38:00,4
2019-05-26 06:39:00,5
2019-05-26 06:40:00,6
2019-05-26 06:41:00,4
2019-05-26 06:42:00,4
2019-05-26 06:43:00,5
2019-05-26 06:44:00,4
2019-05-26 06:45:00,5
2019-05-26 06:46:00,4
2019-05-26 06:47:00,6
2019-05-26 06:48:00,5
2019-05-26 06:49:00,6
2019-05-26 06:50:00,4
2019-05-26 06:51:00,6
2019-05-26 06:52:00,4
2019-05-26 06:53:00,6
2019-05-26 06:54:00,5
2019-05-26 06:55:00,4
2019-05-26 06:56:00,5
2019-05-26 06:57:00,6
2019-05-26 06:58:00,4
2019-05-26 06:59:00,5
2019-05-26 07:00:00,5
2019-05-26 07:01:00,6
2019-05-26 07:02:00,5
2019-05-26 07:03:00,6
2019-05-26 07:04:00,5
2019-05-26 07:05:00,4
2019-05-26 07:06:00,7
2019-05-26 07:07:00,4
2019-05-26 07:08:00,5
2019-05-26 07:09:00,4
2019-05-26 07:10:00,6
2019-05-26 07:11:00,4
2019-05-26 07:12:00,5
2019-05-26 07:13:00,5
2019-05-26 07:14:00,6
2019-05-26 07:15:00,4
2019-05-26 07:16:00,4
2019-05-26 07:17:00,6
2019-05-26 07:18:00,4
2019-05-26 07:19:00,5
2019-05-26 07:20:00,6
2019-05-26 07:21:00,5
2019-05-26 07:22:00,4
2019-05-26 07:23:00,5
2019-05-26 07:24:00,4
2019-05-26 07:25:00,5
2019-05-26 07:26:00,4
2019-05-26 07:27:00,5
2019-05-26 07:28:00,5
2019-05-26 07:29:00,6
2019-05-26 07:30:00,5
2019-05-26 07:31:00,3
2019-05-26 07:32:00,6
2019-05-26 07:33:00,4
2019-05-26 07:34:00,4
2019-05-26 07:35:00,6
2019-05-26 07:36:00,4
2019-05-26 07:37:00,4
2019-05-26 07:38:00,5
2019-05-26 07:39:00,5
2019-05-26 07:40:00,4
2019-05-26 07:41:00,5
2019-05-26 07:42:00,4
2019-05-26 07:43:00,5
2019-05-26 07:44:00,4
2019-05-26 07:45:00,5
2019-05-26 07:46:00,4
2019-05-26 07:47:00,5
2019-05-26 07:48:00,4
2019-05-26 07:49:00,4
2019-05-26 07:50:00,6
2019-05-26 07:51:00,4
2019-05-26 07:52:00,5
2019-05-26 07:53:00,4
2019-05-26 07:54:00,6
2019-05-26 07:55:00,5
2019-05-26 07:56:00,5
2019-05-26 07:57:00,5
2019-05-26 07:58:00,4
2019-05-26 07:59:00,5
2019-05-26 08:00:00,6
2019-05-26 08:01:00,4
2019-05-26 08:02:00,5
2019-05-26 08:03:00,6
2019-05-26 08:04:00,4
2019-05-26 08:05:00,6
2019-05-26 08:06:00,4
2019-05-26 08:07:00,4
2019-05-26 08:08:00,6
2019-05-26 08:09:00,6
2019-05-26 08:10:00,4
2019-05-26 08:11:00,1
2019-05-26 14:37:00,3
2019-05-26 14:38:00,2
2019-05-26 14:39:00,2
2019-05-26 14:40:00,4
2019-05-26 14:41:00,3
2019-05-26 14:42:00,2
2019-05-26 14:43:00,2
2019-05-26 14:44:00,2
2019-05-26 14:45:00,3
2019-05-26 14:46:00,2
2019-05-26 14:47:00,2
2019-05-26 14:48:00,3
2019-05-26 14:49:00,2
2019-05-26 14:50:00,3
2019-05-26 14:51:00,3
2019-05-26 14:52:00,3
2019-05-26 14:53:00,2
2019-05-26 14:54:00,4
2019-05-26 14:55:00,2
2019-05-26 14:56:00,2
2019-05-26 14:57:00,3
2019-05-26 14:58:00,3
2019-05-26 14:59:00,2
2019-05-26 15:00:00,3
2019-05-26 15:01:00,3
2019-05-26 15:02:00,2
2019-05-26 15:03:00,3
2019-05-26 15:04:00,2
2019-05-26 15:05:00,2
2019-05-26 15:06:00,2
2019-05-26 15:07:00,2
2019-05-26 15:08:00,3
2019-05-26 15:09:00,2
2019-05-26 15:10:00,2
2019-05-26 15:11:00,3
2019-05-26 15:12:00,3
2019-05-26 15:13:00,2
2019-05-26 15:14:00,2
2019-05-26 15:15:00,3
2019-05-26 15:16:00,2
2019-05-26 15:17:00,2
2019-05-26 15:18:00,3
2019-05-26 15:19:00,2
2019-05-26 15:20:00,2
2019-05-26 15:21:00,3
2019-05-26 15:22:00,3
2019-05-26 15:23:00,2
2019-05-26 15:24:00,2
2019-05-26 15:25:00,4
2019-05-26 15:26:00,3
2019-05-26 15:27:00,2
2019-05-26 15:28:00,2
2019-05-26 15:29:00,3
2019-05-26 15:30:00,3
2019-05-26 15:31:00,2
2019-05-26 15:32:00,2
2019-05-26 15:33:00,3
2019-05-26 15:34:00,2
2019-05-26 15:35:00,2
2019-05-26 15:36:00,3
2019-05-26 15:37:00,2
2019-05-26 15:38:00,2
2019-05-26 15:39:00,2
2019-05-26 15:40:00,3
2019-05-26 15:41:00,2
2019-05-26 15:42:00,3
2019-05-26 15:43:00,2
2019-05-26 15:44:00,2
2019-05-26 15:45:00,2
2019-05-26 15:46:00,2
2019-05-26 15:47:00,3
2019-05-26 15:48:00,3
2019-05-26 15:49:00,3
2019-05-26 15:50:00,2
2019-05-26 15:51:00,2
2019-05-26 15:52:00,3
2019-05-26 15:53:00,2
2019-05-26 15:54:00,3
2019-05-26 15:55:00,2
2019-05-26 15:56:00,2
2019-05-26 15:57:00,2
2019-05-26 15:58:00,2
2019-05-26 15:59:00,2
2019-05-26 16:00:00,2
2019-05-26 16:01:00,3
2019-05-26 16:02:00,3
2019-05-26 16:03:00,2
2019-05-26 16:04:00,2
2019-05-26 16:05:00,1
2019-05-26 16:06:00,2
2019-05-26 16:07:00,2
2019-05-26 16:08:00,2
2019-05-26 16:09:00,4
2019-05-26 16:10:00,2
2019-05-26 16:11:00,3
2019-05-26 16:12:00,1
2019-05-26 16:13:00,3
2019-05-26 16:14:00,2
2019-05-26 16:15:00,3
2019-05-26 16:16:00,2
2019-05-26 16:17:00,2
2019-05-26 16:18:00,3
2019-05-26 16:19:00,2
2019-05-26 16:20:00,2
2019-05-26 16:21:00,3
2019-05-26 16:22:00,1
2019-05-26 16:23:00,1
2019-05-26 16:24:00,2
2019-05-26 16:25:00,2
2019-05-26 16:26:00,1
2019-05-26 16:27:00,2
2019-05-26 16:28:00,2
2019-05-26 16:29:00,3
2019-05-26 16:30:00,2
2019-05-26 16:31:00,2
2019-05-26 16:32:00,2
2019-05-26 16:33:00,2
2019-05-26 16:34:00,2
2019-05-26 16:35:00,2
2019-05-26 16:36:00,3
2019-05-26 16:37:00,1
2019-05-26 16:38:00,2
2019-05-26 16:39:00,2
2019-05-26 16:40:00,2
2019-05-26 16:41:00,2
2019-05-26 16:42:00,1
2019-05-26 16:43:00,3
2019-05-26 16:44:00,2
2019-05-26 16:45:00,2
2019-05-26 16:46:00,2
2019-05-26 16:47:00,2
2019-05-26 16:48:00,2
2019-05-26 16:49:00,2
2019-05-26 16:50:00,2
2019-05-26 16:51:00,2
2019-05-26 16:52:00,2
2019-05-26 16:53:00,2
2019-05-26 16:54:00,2
2019-05-26 16:55:00,2
2019-05-26 16:56:00,3
2019-05-26 16:57:00,3
2019-05-26 16:58:00,2
2019-05-26 16:59:00,3
2019-05-26 17:00:00,2
2019-05-26 17:01:00,1
2019-05-26 17:02:00,2
2019-05-26 17:03:00,3
2019-05-26 17:04:00,2
2019-05-26 17:05:00,1
2019-05-26 17:06:00,2
2019-05-26 17:07:00,3
2019-05-26 17:08:00,2
2019-05-26 17:09:00,2
2019-05-26 17:10:00,3
2019-05-26 17:11:00,3
2019-05-26 17:12:00,2
2019-05-26 17:13:00,2
2019-05-26 17:14:00,2
2019-05-26 17:15:00,2
2019-05-26 17:16:00,3
2019-05-26 17:17:00,3
2019-05-26 17:18:00,2
2019-05-26 17:19:00,2
2019-05-26 17:20:00,3
2019-05-26 17:21:00,3
2019-05-26 17:22:00,2
2019-05-26 17:23:00,3
2019-05-26 17:24:00,2
2019-05-26 17:25:00,2
2019-05-26 17:26:00,3
2019-05-26 17:27:00,1
