20,select top # * from [SpecMatch]
2019-08-27 14:41:00,1
2019-08-27 14:42:00,1
2019-08-27 14:43:00,1
2019-08-27 14:46:00,1
2019-08-27 14:51:00,1
2019-08-27 14:53:00,1
2019-08-27 14:55:00,1
2019-08-27 14:56:00,1
2019-08-27 15:03:00,1
2019-08-27 16:21:00,1
2019-08-27 16:25:00,1
2019-08-27 16:26:00,1
2019-08-27 16:32:00,1
2019-08-27 16:42:00,1
2019-08-27 16:46:00,3
2019-08-27 16:47:00,1
2019-08-27 16:56:00,1
2019-08-27 17:09:00,1
