31,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-27 01:23:00,1
2019-08-27 04:56:00,1
2019-08-27 05:38:00,1
2019-08-27 07:25:00,2
2019-08-27 07:37:00,1
2019-08-27 07:50:00,1
2019-08-27 08:45:00,1
2019-08-27 11:19:00,1
2019-08-27 12:42:00,1
2019-08-27 16:57:00,2
2019-08-27 16:58:00,7
2019-08-27 16:59:00,1
2019-08-27 17:11:00,1
2019-08-27 18:11:00,1
2019-08-27 19:10:00,1
2019-08-27 19:22:00,1
2019-08-27 20:00:00,1
2019-08-27 20:45:00,1
2019-08-27 21:17:00,1
2019-08-27 22:01:00,1
2019-08-27 22:28:00,1
2019-08-27 23:01:00,1
2019-08-27 23:45:00,1
