133,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-08-27 00:26:00,1
2019-08-27 00:32:00,1
2019-08-27 00:42:00,1
2019-08-27 00:51:00,2
2019-08-27 01:06:00,1
2019-08-27 01:22:00,1
2019-08-27 01:59:00,1
2019-08-27 02:21:00,1
2019-08-27 02:38:00,1
2019-08-27 02:39:00,1
2019-08-27 02:41:00,1
2019-08-27 02:55:00,1
2019-08-27 03:01:00,1
2019-08-27 03:03:00,1
2019-08-27 03:23:00,1
2019-08-27 04:47:00,1
2019-08-27 05:48:00,2
2019-08-27 06:02:00,1
2019-08-27 06:57:00,2
2019-08-27 07:11:00,1
2019-08-27 07:45:00,1
2019-08-27 07:50:00,1
2019-08-27 08:08:00,1
2019-08-27 08:24:00,1
2019-08-27 08:30:00,1
2019-08-27 08:35:00,1
2019-08-27 09:06:00,1
2019-08-27 09:09:00,1
2019-08-27 09:21:00,1
2019-08-27 09:30:00,1
2019-08-27 09:40:00,1
2019-08-27 09:47:00,1
2019-08-27 09:54:00,1
2019-08-27 10:00:00,1
2019-08-27 10:03:00,1
2019-08-27 10:24:00,1
2019-08-27 11:43:00,1
2019-08-27 11:46:00,1
2019-08-27 11:49:00,1
2019-08-27 11:51:00,1
2019-08-27 12:02:00,1
2019-08-27 12:03:00,1
2019-08-27 12:08:00,1
2019-08-27 12:09:00,2
2019-08-27 12:12:00,1
2019-08-27 12:14:00,1
2019-08-27 12:19:00,1
2019-08-27 12:21:00,1
2019-08-27 12:24:00,1
2019-08-27 12:26:00,1
2019-08-27 12:27:00,1
2019-08-27 12:28:00,1
2019-08-27 12:30:00,1
2019-08-27 12:31:00,1
2019-08-27 12:33:00,1
2019-08-27 12:34:00,1
2019-08-27 12:35:00,2
2019-08-27 12:37:00,1
2019-08-27 12:39:00,1
2019-08-27 12:40:00,1
2019-08-27 12:41:00,1
2019-08-27 12:47:00,1
2019-08-27 12:48:00,1
2019-08-27 12:49:00,1
2019-08-27 12:54:00,1
2019-08-27 13:07:00,1
2019-08-27 13:10:00,2
2019-08-27 13:18:00,1
2019-08-27 13:20:00,2
2019-08-27 13:26:00,1
2019-08-27 13:33:00,1
2019-08-27 13:44:00,1
2019-08-27 13:49:00,1
2019-08-27 13:53:00,1
2019-08-27 14:21:00,1
2019-08-27 14:22:00,2
2019-08-27 14:35:00,1
2019-08-27 15:03:00,1
2019-08-27 15:57:00,1
2019-08-27 16:08:00,1
2019-08-27 16:09:00,1
2019-08-27 16:11:00,1
2019-08-27 16:13:00,3
2019-08-27 16:14:00,2
2019-08-27 16:16:00,2
2019-08-27 16:17:00,1
2019-08-27 16:18:00,2
2019-08-27 16:19:00,1
2019-08-27 16:26:00,1
2019-08-27 16:37:00,1
2019-08-27 16:38:00,1
2019-08-27 16:40:00,1
2019-08-27 16:43:00,1
2019-08-27 16:46:00,1
2019-08-27 16:49:00,1
2019-08-27 16:51:00,1
2019-08-27 16:54:00,1
2019-08-27 18:08:00,1
2019-08-27 18:15:00,1
2019-08-27 18:18:00,1
2019-08-27 18:22:00,1
2019-08-27 18:28:00,1
2019-08-27 18:30:00,1
2019-08-27 18:49:00,1
2019-08-27 19:02:00,1
2019-08-27 19:06:00,1
2019-08-27 19:34:00,2
2019-08-27 19:51:00,1
2019-08-27 19:53:00,1
2019-08-27 20:08:00,1
2019-08-27 20:32:00,1
2019-08-27 20:33:00,1
2019-08-27 21:07:00,1
2019-08-27 21:16:00,1
2019-08-27 21:17:00,1
2019-08-27 22:17:00,2
2019-08-27 22:49:00,1
2019-08-27 23:04:00,1
