276,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-08-27 01:09:00,4
2019-08-27 01:10:00,4
2019-08-27 01:11:00,4
2019-08-27 01:12:00,1
2019-08-27 01:13:00,3
2019-08-27 01:17:00,4
2019-08-27 01:18:00,4
2019-08-27 01:19:00,8
2019-08-27 01:20:00,2
2019-08-27 01:21:00,6
2019-08-27 01:22:00,2
2019-08-27 01:23:00,4
2019-08-27 01:24:00,4
2019-08-27 01:25:00,2
2019-08-27 01:26:00,4
2019-08-27 01:27:00,4
2019-08-27 01:28:00,6
2019-08-27 01:29:00,2
2019-08-27 01:30:00,4
2019-08-27 01:31:00,8
2019-08-27 01:32:00,3
2019-08-27 01:33:00,1
2019-08-27 01:34:00,4
2019-08-27 01:35:00,6
2019-08-27 01:36:00,4
2019-08-27 01:37:00,4
2019-08-27 01:38:00,6
2019-08-27 01:39:00,6
2019-08-27 01:40:00,4
2019-08-27 01:41:00,4
2019-08-27 01:42:00,8
2019-08-27 01:44:00,4
2019-08-27 01:45:00,6
2019-08-27 01:46:00,6
2019-08-27 01:48:00,4
2019-08-27 01:49:00,8
2019-08-27 01:50:00,4
2019-08-27 01:51:00,8
2019-08-27 01:52:00,6
2019-08-27 01:53:00,4
2019-08-27 01:54:00,8
2019-08-27 01:55:00,4
2019-08-27 01:56:00,4
2019-08-27 01:58:00,7
2019-08-27 01:59:00,5
2019-08-27 02:00:00,4
2019-08-27 02:01:00,8
2019-08-27 02:02:00,4
2019-08-27 02:03:00,8
2019-08-27 02:04:00,4
2019-08-27 02:05:00,6
2019-08-27 02:06:00,4
2019-08-27 02:07:00,4
2019-08-27 03:40:00,4
2019-08-27 09:31:00,8
2019-08-27 10:15:00,2
2019-08-27 10:16:00,2
2019-08-27 10:35:00,4
2019-08-27 12:55:00,1
2019-08-27 12:56:00,1
2019-08-27 12:57:00,2
2019-08-27 12:58:00,2
