6935,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-08-27 05:50:00,1
2019-08-27 05:51:00,5
2019-08-27 05:52:00,3
2019-08-27 05:53:00,4
2019-08-27 05:54:00,1
2019-08-27 05:55:00,8
2019-08-27 05:56:00,2
2019-08-27 05:57:00,8
2019-08-27 06:08:00,2
2019-08-27 06:09:00,11
2019-08-27 06:10:00,10
2019-08-27 06:11:00,14
2019-08-27 06:12:00,8
2019-08-27 06:13:00,4
2019-08-27 06:14:00,11
2019-08-27 06:15:00,14
2019-08-27 06:16:00,12
2019-08-27 06:17:00,11
2019-08-27 06:18:00,12
2019-08-27 06:19:00,16
2019-08-27 06:20:00,14
2019-08-27 06:21:00,16
2019-08-27 06:22:00,15
2019-08-27 06:23:00,14
2019-08-27 06:24:00,15
2019-08-27 06:25:00,3
2019-08-27 07:52:00,12
2019-08-27 07:53:00,13
2019-08-27 07:54:00,12
2019-08-27 07:55:00,11
2019-08-27 07:56:00,13
2019-08-27 07:57:00,14
2019-08-27 07:58:00,14
2019-08-27 07:59:00,16
2019-08-27 08:00:00,15
2019-08-27 08:01:00,15
2019-08-27 08:02:00,13
2019-08-27 08:03:00,13
2019-08-27 08:04:00,9
2019-08-27 08:05:00,12
2019-08-27 08:06:00,14
2019-08-27 08:07:00,14
2019-08-27 08:08:00,12
2019-08-27 08:09:00,15
2019-08-27 08:10:00,14
2019-08-27 08:11:00,15
2019-08-27 08:12:00,15
2019-08-27 08:13:00,11
2019-08-27 08:14:00,14
2019-08-27 08:15:00,13
2019-08-27 08:16:00,13
2019-08-27 08:17:00,10
2019-08-27 08:18:00,12
2019-08-27 08:19:00,10
2019-08-27 08:20:00,12
2019-08-27 08:21:00,11
2019-08-27 08:22:00,12
2019-08-27 08:23:00,15
2019-08-27 08:24:00,13
2019-08-27 08:25:00,16
2019-08-27 08:26:00,13
2019-08-27 08:27:00,5
2019-08-27 08:28:00,9
2019-08-27 08:29:00,11
2019-08-27 08:30:00,10
2019-08-27 08:31:00,13
2019-08-27 08:32:00,10
2019-08-27 08:33:00,14
2019-08-27 08:34:00,14
2019-08-27 08:35:00,10
2019-08-27 08:36:00,8
2019-08-27 08:37:00,12
2019-08-27 08:38:00,12
2019-08-27 08:39:00,11
2019-08-27 08:40:00,13
2019-08-27 08:41:00,5
2019-08-27 08:42:00,9
2019-08-27 08:43:00,12
2019-08-27 08:44:00,12
2019-08-27 08:45:00,8
2019-08-27 08:46:00,5
2019-08-27 08:47:00,5
2019-08-27 08:48:00,13
2019-08-27 08:49:00,14
2019-08-27 08:50:00,6
2019-08-27 08:51:00,10
2019-08-27 08:52:00,15
2019-08-27 08:53:00,8
2019-08-27 08:54:00,9
2019-08-27 08:55:00,13
2019-08-27 08:56:00,17
