700,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-08-27 10:29:00,1
2019-08-27 10:33:00,1
2019-08-27 10:34:00,1
2019-08-27 11:36:00,1
2019-08-27 11:37:00,3
2019-08-27 11:40:00,1
2019-08-27 11:41:00,1
2019-08-27 11:42:00,1
2019-08-27 11:47:00,1
2019-08-27 11:50:00,1
2019-08-27 11:58:00,1
2019-08-27 14:19:00,3
2019-08-27 14:20:00,5
2019-08-27 14:21:00,5
2019-08-27 15:36:00,1
2019-08-27 16:01:00,1
2019-08-27 21:10:00,1
2019-08-27 21:51:00,10
2019-08-27 21:52:00,12
2019-08-27 21:53:00,12
2019-08-27 21:54:00,14
2019-08-27 21:55:00,11
2019-08-27 21:56:00,13
2019-08-27 21:57:00,11
2019-08-27 21:58:00,10
2019-08-27 22:00:00,1
2019-08-27 22:01:00,1
2019-08-27 22:04:00,1
2019-08-27 22:05:00,4
2019-08-27 22:06:00,12
2019-08-27 22:07:00,12
2019-08-27 22:08:00,12
2019-08-27 22:09:00,11
2019-08-27 22:10:00,13
2019-08-27 22:11:00,5
2019-08-27 22:12:00,1
2019-08-27 22:14:00,1
2019-08-27 22:15:00,2
2019-08-27 22:16:00,1
2019-08-27 22:17:00,9
2019-08-27 22:18:00,13
2019-08-27 22:19:00,10
2019-08-27 22:20:00,11
2019-08-27 22:21:00,11
2019-08-27 22:24:00,1
2019-08-27 22:27:00,5
2019-08-27 22:31:00,5
2019-08-27 22:33:00,4
2019-08-27 22:34:00,8
2019-08-27 22:35:00,7
2019-08-27 22:36:00,1
2019-08-27 22:38:00,6
2019-08-27 22:39:00,3
2019-08-27 22:43:00,9
2019-08-27 22:44:00,6
2019-08-27 22:46:00,1
2019-08-27 22:47:00,4
2019-08-27 22:48:00,11
2019-08-27 22:49:00,9
2019-08-27 22:52:00,3
2019-08-27 22:53:00,7
2019-08-27 22:55:00,4
2019-08-27 22:56:00,5
2019-08-27 22:57:00,4
2019-08-27 22:59:00,2
2019-08-27 23:00:00,5
2019-08-27 23:02:00,5
2019-08-27 23:03:00,5
2019-08-27 23:04:00,4
2019-08-27 23:05:00,3
2019-08-27 23:06:00,10
2019-08-27 23:07:00,13
2019-08-27 23:08:00,11
2019-08-27 23:09:00,12
2019-08-27 23:10:00,12
2019-08-27 23:11:00,12
2019-08-27 23:12:00,12
2019-08-27 23:13:00,12
2019-08-27 23:14:00,11
2019-08-27 23:15:00,11
2019-08-27 23:16:00,5
2019-08-27 23:17:00,12
2019-08-27 23:18:00,11
2019-08-27 23:19:00,12
2019-08-27 23:20:00,12
2019-08-27 23:21:00,11
2019-08-27 23:22:00,11
2019-08-27 23:23:00,13
2019-08-27 23:24:00,10
2019-08-27 23:25:00,13
2019-08-27 23:26:00,11
2019-08-27 23:27:00,11
2019-08-27 23:28:00,11
2019-08-27 23:29:00,1
2019-08-27 23:30:00,9
2019-08-27 23:31:00,11
2019-08-27 23:32:00,11
2019-08-27 23:33:00,11
2019-08-27 23:34:00,11
2019-08-27 23:35:00,7
