40,select distinct parent from DBViewCols where viewname=&&&
2019-08-27 03:20:00,1
2019-08-27 03:33:00,1
2019-08-27 03:45:00,1
2019-08-27 04:36:00,1
2019-08-27 04:41:00,1
2019-08-27 05:56:00,1
2019-08-27 06:46:00,1
2019-08-27 07:34:00,1
2019-08-27 10:08:00,1
2019-08-27 12:22:00,1
2019-08-27 14:40:00,1
2019-08-27 15:29:00,1
2019-08-27 15:30:00,1
2019-08-27 16:24:00,1
2019-08-27 16:39:00,1
2019-08-27 16:42:00,1
2019-08-27 16:48:00,2
2019-08-27 16:49:00,3
2019-08-27 16:50:00,1
2019-08-27 16:51:00,3
2019-08-27 16:52:00,2
2019-08-27 16:55:00,1
2019-08-27 17:14:00,1
2019-08-27 18:55:00,1
2019-08-27 19:20:00,1
2019-08-27 19:21:00,1
2019-08-27 19:23:00,1
2019-08-27 19:25:00,2
2019-08-27 19:27:00,1
2019-08-27 19:49:00,1
2019-08-27 21:03:00,1
2019-08-27 21:58:00,1
2019-08-27 23:15:00,1
