11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-27 14:00:00,1
2019-08-27 14:06:00,1
2019-08-27 14:17:00,1
2019-08-27 14:22:00,1
2019-08-27 14:26:00,1
2019-08-27 14:31:00,1
2019-08-27 14:34:00,1
2019-08-27 14:36:00,1
2019-08-27 14:38:00,1
2019-08-27 14:46:00,1
2019-08-27 14:50:00,1
