1082,"SELECT st.ra, st.dec, st.r from star as st JOIN dbo.fGetNearbyObjEq(#,#,#) as PN ON st.objID = PN.objID WHERE st.r < #"
2019-08-27 00:56:00,91
2019-08-27 00:57:00,229
2019-08-27 00:58:00,161
2019-08-27 00:59:00,149
2019-08-27 01:00:00,146
2019-08-27 01:01:00,33
2019-08-27 01:12:00,93
2019-08-27 01:13:00,151
2019-08-27 01:14:00,29
