2,"SELECT A.ra,A.dec,A.objID,A.specobjID FROM   SpecPhotoAll AS A WHERE   A.ra BETWEEN # AND # INTO    MyDB.MySpecPhotoAll4"
2019-08-27 18:23:00,1
2019-08-27 18:26:00,1
