28,select * from XCRedshift where specObjId=#
2019-08-27 00:05:00,1
2019-08-27 01:02:00,1
2019-08-27 03:13:00,1
2019-08-27 03:21:00,1
2019-08-27 04:15:00,1
2019-08-27 06:29:00,1
2019-08-27 07:19:00,1
2019-08-27 08:51:00,4
2019-08-27 10:20:00,1
2019-08-27 10:25:00,1
2019-08-27 10:43:00,1
2019-08-27 14:14:00,1
2019-08-27 16:28:00,1
2019-08-27 17:19:00,1
2019-08-27 17:24:00,1
2019-08-27 17:26:00,1
2019-08-27 17:27:00,1
2019-08-27 17:44:00,1
2019-08-27 18:10:00,1
2019-08-27 18:27:00,1
2019-08-27 18:28:00,1
2019-08-27 21:13:00,1
2019-08-27 21:20:00,1
2019-08-27 21:44:00,1
2019-08-27 22:59:00,1
