64,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-27 00:45:00,1
2019-08-27 01:45:00,1
2019-08-27 02:45:00,1
2019-08-27 03:06:00,9
2019-08-27 03:45:00,1
2019-08-27 04:45:00,1
2019-08-27 05:45:00,1
2019-08-27 06:44:00,1
2019-08-27 06:47:00,3
2019-08-27 07:02:00,3
2019-08-27 07:44:00,1
2019-08-27 08:44:00,1
2019-08-27 09:16:00,1
2019-08-27 09:45:00,1
2019-08-27 10:29:00,9
2019-08-27 10:45:00,1
2019-08-27 11:45:00,1
2019-08-27 12:01:00,9
2019-08-27 12:44:00,1
2019-08-27 13:45:00,1
2019-08-27 14:45:00,1
2019-08-27 14:59:00,9
2019-08-27 15:44:00,1
2019-08-27 15:46:00,1
2019-08-27 16:45:00,1
2019-08-27 17:44:00,1
2019-08-27 18:45:00,1
2019-08-27 19:45:00,1
