42,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-27 12:15:00,1
2019-08-27 12:34:00,1
2019-08-27 12:42:00,1
2019-08-27 12:48:00,1
2019-08-27 12:57:00,1
2019-08-27 13:04:00,1
2019-08-27 13:05:00,1
2019-08-27 13:06:00,6
2019-08-27 13:07:00,3
2019-08-27 13:08:00,5
2019-08-27 13:09:00,1
2019-08-27 13:14:00,1
2019-08-27 13:20:00,1
2019-08-27 13:26:00,1
2019-08-27 13:33:00,1
2019-08-27 13:41:00,1
2019-08-27 13:49:00,1
2019-08-27 13:57:00,1
2019-08-27 14:04:00,1
2019-08-27 14:11:00,1
2019-08-27 14:19:00,1
2019-08-27 14:26:00,1
2019-08-27 14:31:00,1
2019-08-27 14:36:00,1
2019-08-27 14:41:00,1
2019-08-27 14:47:00,1
2019-08-27 14:56:00,1
2019-08-27 15:05:00,1
2019-08-27 18:58:00,3
