62,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-08-27 00:03:00,1
2019-08-27 00:09:00,1
2019-08-27 00:16:00,1
2019-08-27 00:17:00,1
2019-08-27 00:20:00,1
2019-08-27 00:22:00,1
2019-08-27 00:23:00,1
2019-08-27 00:26:00,1
2019-08-27 00:29:00,1
2019-08-27 00:31:00,1
2019-08-27 00:34:00,1
2019-08-27 00:35:00,1
2019-08-27 00:37:00,1
2019-08-27 00:40:00,1
2019-08-27 00:41:00,1
2019-08-27 00:43:00,1
2019-08-27 00:45:00,1
2019-08-27 00:48:00,1
2019-08-27 00:51:00,1
2019-08-27 00:53:00,1
2019-08-27 00:54:00,1
2019-08-27 00:56:00,1
2019-08-27 00:59:00,1
2019-08-27 01:00:00,1
2019-08-27 01:02:00,1
2019-08-27 01:05:00,1
2019-08-27 01:07:00,1
2019-08-27 02:02:00,1
2019-08-27 02:06:00,1
2019-08-27 02:09:00,1
2019-08-27 04:52:00,1
2019-08-27 04:54:00,1
2019-08-27 04:55:00,1
2019-08-27 05:03:00,2
2019-08-27 05:04:00,1
2019-08-27 05:06:00,1
2019-08-27 05:08:00,1
2019-08-27 05:09:00,1
2019-08-27 05:17:00,1
2019-08-27 05:19:00,1
2019-08-27 08:37:00,1
2019-08-27 08:42:00,1
2019-08-27 08:48:00,1
2019-08-27 09:19:00,1
2019-08-27 23:25:00,1
2019-08-27 23:28:00,2
2019-08-27 23:31:00,1
2019-08-27 23:33:00,1
2019-08-27 23:36:00,1
2019-08-27 23:37:00,1
2019-08-27 23:41:00,2
2019-08-27 23:44:00,1
2019-08-27 23:47:00,1
2019-08-27 23:48:00,1
2019-08-27 23:51:00,1
2019-08-27 23:52:00,1
2019-08-27 23:54:00,1
2019-08-27 23:57:00,1
2019-08-27 23:58:00,1
