118,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-12 00:09:00,1
2019-03-12 00:18:00,1
2019-03-12 00:28:00,1
2019-03-12 00:47:00,1
2019-03-12 00:56:00,1
2019-03-12 01:06:00,1
2019-03-12 01:15:00,1
2019-03-12 01:25:00,1
2019-03-12 01:34:00,1
2019-03-12 01:43:00,1
2019-03-12 01:53:00,1
2019-03-12 02:03:00,1
2019-03-12 02:12:00,1
2019-03-12 02:21:00,1
2019-03-12 02:27:00,1
2019-03-12 02:31:00,1
2019-03-12 02:40:00,1
2019-03-12 02:50:00,1
2019-03-12 02:59:00,1
2019-03-12 03:09:00,1
2019-03-12 03:18:00,1
2019-03-12 03:27:00,1
2019-03-12 03:46:00,1
2019-03-12 03:56:00,1
2019-03-12 04:06:00,1
2019-03-12 04:15:00,1
2019-03-12 04:24:00,1
2019-03-12 04:34:00,1
2019-03-12 04:43:00,1
2019-03-12 04:53:00,1
2019-03-12 05:02:00,1
2019-03-12 05:11:00,1
2019-03-12 05:12:00,1
2019-03-12 05:21:00,1
2019-03-12 05:31:00,1
2019-03-12 05:40:00,1
2019-03-12 05:50:00,1
2019-03-12 05:59:00,1
2019-03-12 08:25:00,1
2019-03-12 08:33:00,1
2019-03-12 09:37:00,1
2019-03-12 09:38:00,1
2019-03-12 09:46:00,1
2019-03-12 09:49:00,1
2019-03-12 09:56:00,1
2019-03-12 10:15:00,1
2019-03-12 10:22:00,1
2019-03-12 10:24:00,1
2019-03-12 10:34:00,1
2019-03-12 10:43:00,1
2019-03-12 10:53:00,1
2019-03-12 11:02:00,1
2019-03-12 11:11:00,1
2019-03-12 11:21:00,1
2019-03-12 11:23:00,1
2019-03-12 11:31:00,1
2019-03-12 11:40:00,1
2019-03-12 11:49:00,1
2019-03-12 11:59:00,2
2019-03-12 12:08:00,1
2019-03-12 12:18:00,1
2019-03-12 12:27:00,1
2019-03-12 12:37:00,1
2019-03-12 12:46:00,1
2019-03-12 12:55:00,1
2019-03-12 13:05:00,1
2019-03-12 13:14:00,1
2019-03-12 13:24:00,2
2019-03-12 13:33:00,1
2019-03-12 13:43:00,1
2019-03-12 13:52:00,1
2019-03-12 14:02:00,1
2019-03-12 14:11:00,1
2019-03-12 14:21:00,1
2019-03-12 14:22:00,1
2019-03-12 14:30:00,1
2019-03-12 14:40:00,1
2019-03-12 14:49:00,1
2019-03-12 14:59:00,1
2019-03-12 15:06:00,1
2019-03-12 15:11:00,1
2019-03-12 15:18:00,1
2019-03-12 15:27:00,1
2019-03-12 15:36:00,1
2019-03-12 15:46:00,1
2019-03-12 15:55:00,1
2019-03-12 16:05:00,1
2019-03-12 16:23:00,1
2019-03-12 16:28:00,1
2019-03-12 16:29:00,2
2019-03-12 16:30:00,2
2019-03-12 19:33:00,1
2019-03-12 19:43:00,1
2019-03-12 20:01:00,1
2019-03-12 20:11:00,1
2019-03-12 20:19:00,1
2019-03-12 20:21:00,1
2019-03-12 21:12:00,1
2019-03-12 21:17:00,1
2019-03-12 21:27:00,1
2019-03-12 21:36:00,1
2019-03-12 21:46:00,1
2019-03-12 21:55:00,1
2019-03-12 22:07:00,1
2019-03-12 22:14:00,1
2019-03-12 22:23:00,1
2019-03-12 22:33:00,1
2019-03-12 22:42:00,1
2019-03-12 22:49:00,1
2019-03-12 22:52:00,1
2019-03-12 23:20:00,1
2019-03-12 23:39:00,1
2019-03-12 23:53:00,1
2019-03-12 23:58:00,1
