11,"select top # p.objid, p.ra, p.dec, p.g, s.z as redshift from galaxy p, specobj s, dbo.fgetNearByObjEq(#,#,#) n where p.objid=s.bestobjid and p.objid=n.objid and s.bestobjid=n.objid and (p.g BETWEEN # AND #)  and s.z BETWEEN # AND # order by p.g"
2019-03-12 02:56:00,1
2019-03-12 03:01:00,1
2019-03-12 03:02:00,2
2019-03-12 03:04:00,1
2019-03-12 03:06:00,1
2019-03-12 03:25:00,1
2019-03-12 03:26:00,1
2019-03-12 03:28:00,1
2019-03-12 17:41:00,2
