21759,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-12 00:02:00,3
2019-03-12 00:41:00,31
2019-03-12 04:18:00,1
2019-03-12 04:41:00,4
2019-03-12 05:31:00,7
2019-03-12 06:43:00,1
2019-03-12 07:28:00,489
2019-03-12 07:29:00,700
2019-03-12 07:30:00,2
2019-03-12 07:48:00,45
2019-03-12 07:55:00,113
2019-03-12 07:56:00,68
2019-03-12 07:57:00,13
2019-03-12 07:58:00,1005
2019-03-12 07:59:00,11
2019-03-12 08:00:00,10
2019-03-12 08:01:00,2
2019-03-12 08:17:00,197
2019-03-12 08:18:00,4
2019-03-12 08:19:00,8
2019-03-12 09:24:00,3
2019-03-12 09:25:00,3
2019-03-12 09:26:00,3
2019-03-12 09:39:00,1305
2019-03-12 09:40:00,49
2019-03-12 09:41:00,191
2019-03-12 09:42:00,1046
2019-03-12 09:43:00,10
2019-03-12 10:04:00,806
2019-03-12 10:05:00,1105
2019-03-12 10:06:00,1364
2019-03-12 10:07:00,125
2019-03-12 10:08:00,26
2019-03-12 10:09:00,60
2019-03-12 10:10:00,111
2019-03-12 10:11:00,6
2019-03-12 10:12:00,4
2019-03-12 10:13:00,5
2019-03-12 10:16:00,1
2019-03-12 10:20:00,5
2019-03-12 10:21:00,6
2019-03-12 10:24:00,55
2019-03-12 10:25:00,1385
2019-03-12 10:26:00,1461
2019-03-12 10:27:00,296
2019-03-12 10:28:00,4
2019-03-12 11:44:00,7
2019-03-12 12:09:00,2
2019-03-12 13:28:00,2
2019-03-12 14:26:00,1
2019-03-12 15:48:00,24
2019-03-12 18:50:00,472
2019-03-12 18:51:00,1392
2019-03-12 18:52:00,173
2019-03-12 19:19:00,2
2019-03-12 19:54:00,12
2019-03-12 20:24:00,14
2019-03-12 20:28:00,16
2019-03-12 20:29:00,6
2019-03-12 20:30:00,79
2019-03-12 20:31:00,132
2019-03-12 20:32:00,217
2019-03-12 20:33:00,115
2019-03-12 20:34:00,304
2019-03-12 20:35:00,603
2019-03-12 20:36:00,925
2019-03-12 20:37:00,145
2019-03-12 20:40:00,887
2019-03-12 20:42:00,27
2019-03-12 20:43:00,226
2019-03-12 20:44:00,18
2019-03-12 20:45:00,9
2019-03-12 20:46:00,62
2019-03-12 20:47:00,1268
2019-03-12 20:48:00,274
2019-03-12 21:01:00,53
2019-03-12 21:02:00,1381
2019-03-12 21:03:00,739
2019-03-12 21:04:00,23
