5637,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-03-12 00:12:00,24
2019-03-12 00:13:00,11
2019-03-12 00:15:00,6
2019-03-12 00:16:00,11
2019-03-12 00:17:00,48
2019-03-12 00:18:00,56
2019-03-12 00:19:00,59
2019-03-12 00:20:00,58
2019-03-12 00:21:00,58
2019-03-12 00:22:00,59
2019-03-12 00:23:00,56
2019-03-12 00:24:00,58
2019-03-12 00:25:00,56
2019-03-12 00:26:00,56
2019-03-12 00:27:00,58
2019-03-12 00:28:00,56
2019-03-12 00:29:00,54
2019-03-12 00:30:00,57
2019-03-12 00:31:00,54
2019-03-12 00:32:00,45
2019-03-12 00:33:00,65
2019-03-12 00:34:00,67
2019-03-12 00:35:00,65
2019-03-12 00:36:00,66
2019-03-12 00:37:00,42
2019-03-12 17:44:00,56
2019-03-12 17:45:00,61
2019-03-12 17:46:00,63
2019-03-12 17:47:00,62
2019-03-12 17:48:00,62
2019-03-12 17:49:00,62
2019-03-12 17:50:00,60
2019-03-12 17:51:00,60
2019-03-12 17:52:00,61
2019-03-12 17:53:00,61
2019-03-12 17:54:00,53
2019-03-12 17:55:00,60
2019-03-12 17:56:00,58
2019-03-12 17:57:00,60
2019-03-12 17:58:00,49
2019-03-12 17:59:00,64
2019-03-12 18:00:00,68
2019-03-12 18:01:00,65
2019-03-12 18:02:00,64
2019-03-12 18:03:00,67
2019-03-12 18:04:00,66
2019-03-12 18:05:00,66
2019-03-12 18:06:00,65
2019-03-12 18:07:00,67
2019-03-12 18:08:00,67
2019-03-12 18:09:00,65
2019-03-12 18:10:00,66
2019-03-12 18:11:00,66
2019-03-12 18:12:00,60
2019-03-12 18:13:00,69
2019-03-12 18:14:00,71
2019-03-12 18:15:00,70
2019-03-12 18:16:00,70
2019-03-12 18:17:00,69
2019-03-12 18:18:00,70
2019-03-12 18:19:00,68
2019-03-12 18:20:00,67
2019-03-12 18:21:00,66
2019-03-12 18:22:00,67
2019-03-12 18:23:00,68
2019-03-12 18:24:00,67
2019-03-12 18:25:00,55
2019-03-12 18:26:00,72
2019-03-12 18:27:00,72
2019-03-12 18:28:00,59
2019-03-12 18:29:00,68
2019-03-12 18:30:00,72
2019-03-12 18:31:00,73
2019-03-12 18:32:00,72
2019-03-12 18:33:00,70
2019-03-12 18:34:00,71
2019-03-12 18:35:00,70
2019-03-12 18:36:00,69
2019-03-12 18:37:00,59
2019-03-12 19:56:00,4
2019-03-12 19:57:00,45
2019-03-12 19:58:00,71
2019-03-12 19:59:00,72
2019-03-12 20:00:00,71
2019-03-12 20:01:00,71
2019-03-12 20:02:00,72
2019-03-12 20:03:00,71
2019-03-12 20:04:00,73
2019-03-12 20:05:00,71
2019-03-12 20:06:00,72
2019-03-12 20:07:00,67
2019-03-12 20:08:00,71
2019-03-12 20:09:00,53
