53,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-03-12 08:49:00,1
2019-03-12 08:53:00,1
2019-03-12 08:57:00,1
2019-03-12 09:01:00,2
2019-03-12 09:30:00,1
2019-03-12 09:55:00,1
2019-03-12 09:57:00,1
2019-03-12 09:58:00,2
2019-03-12 10:02:00,1
2019-03-12 10:30:00,1
2019-03-12 10:33:00,1
2019-03-12 11:26:00,1
2019-03-12 11:34:00,1
2019-03-12 12:43:00,1
2019-03-12 12:47:00,1
2019-03-12 13:07:00,1
2019-03-12 13:15:00,2
2019-03-12 13:16:00,1
2019-03-12 13:17:00,3
2019-03-12 13:21:00,2
2019-03-12 13:59:00,2
2019-03-12 14:00:00,1
2019-03-12 14:08:00,1
2019-03-12 14:47:00,1
2019-03-12 15:02:00,1
2019-03-12 15:06:00,1
2019-03-12 15:14:00,1
2019-03-12 15:17:00,1
2019-03-12 15:18:00,1
2019-03-12 15:26:00,1
2019-03-12 15:28:00,1
2019-03-12 15:38:00,1
2019-03-12 15:40:00,1
2019-03-12 16:00:00,1
2019-03-12 16:16:00,1
2019-03-12 16:23:00,1
2019-03-12 16:32:00,1
2019-03-12 16:44:00,1
2019-03-12 16:49:00,1
2019-03-12 16:54:00,1
2019-03-12 16:58:00,1
2019-03-12 17:03:00,1
2019-03-12 17:05:00,1
2019-03-12 18:38:00,1
2019-03-12 21:56:00,1
2019-03-12 23:48:00,1
