231,"SELECT #, s.*  from SpecPhotoALL s  where s.plate = # and s.mjd = # and s.fiberID = #"
2019-03-12 05:20:00,4
2019-03-12 05:21:00,19
2019-03-12 05:22:00,20
2019-03-12 05:23:00,21
2019-03-12 05:24:00,20
2019-03-12 05:25:00,19
2019-03-12 05:26:00,20
2019-03-12 05:27:00,20
2019-03-12 05:28:00,20
2019-03-12 05:29:00,20
2019-03-12 05:30:00,20
2019-03-12 05:31:00,20
2019-03-12 05:32:00,7
2019-03-12 05:54:00,1
