97,select * from fDocFunctionParams(&&&)
2019-03-12 01:20:00,1
2019-03-12 01:27:00,1
2019-03-12 03:34:00,1
2019-03-12 04:33:00,3
2019-03-12 04:34:00,8
2019-03-12 04:35:00,1
2019-03-12 04:52:00,1
2019-03-12 05:17:00,4
2019-03-12 05:18:00,3
2019-03-12 05:19:00,1
2019-03-12 05:20:00,4
2019-03-12 05:28:00,1
2019-03-12 06:28:00,12
2019-03-12 07:47:00,1
2019-03-12 08:03:00,1
2019-03-12 09:27:00,1
2019-03-12 10:10:00,1
2019-03-12 10:14:00,1
2019-03-12 11:40:00,1
2019-03-12 11:56:00,1
2019-03-12 12:14:00,1
2019-03-12 14:09:00,3
2019-03-12 14:10:00,8
2019-03-12 14:11:00,6
2019-03-12 14:12:00,6
2019-03-12 14:55:00,1
2019-03-12 16:32:00,1
2019-03-12 18:57:00,1
2019-03-12 18:59:00,2
2019-03-12 19:00:00,1
2019-03-12 19:26:00,1
2019-03-12 20:41:00,1
2019-03-12 20:59:00,8
2019-03-12 21:00:00,4
2019-03-12 21:47:00,1
2019-03-12 22:27:00,1
2019-03-12 22:28:00,1
2019-03-12 22:40:00,1
2019-03-12 23:01:00,1
