74,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-12 11:29:00,1
2019-03-12 11:30:00,1
2019-03-12 11:31:00,1
2019-03-12 11:32:00,1
2019-03-12 11:35:00,2
2019-03-12 11:38:00,2
2019-03-12 11:39:00,1
2019-03-12 11:40:00,3
2019-03-12 11:41:00,2
2019-03-12 11:42:00,3
2019-03-12 11:43:00,3
2019-03-12 11:44:00,1
2019-03-12 11:45:00,3
2019-03-12 11:52:00,3
2019-03-12 11:53:00,2
2019-03-12 13:57:00,1
2019-03-12 15:22:00,1
2019-03-12 15:24:00,1
2019-03-12 15:26:00,1
2019-03-12 15:28:00,1
2019-03-12 15:30:00,1
2019-03-12 15:32:00,1
2019-03-12 15:35:00,1
2019-03-12 15:51:00,1
2019-03-12 16:07:00,1
2019-03-12 16:59:00,1
2019-03-12 17:02:00,1
2019-03-12 17:03:00,2
2019-03-12 17:11:00,1
2019-03-12 17:47:00,1
2019-03-12 17:51:00,1
2019-03-12 17:57:00,1
2019-03-12 17:58:00,2
2019-03-12 17:59:00,2
2019-03-12 18:00:00,3
2019-03-12 18:01:00,1
2019-03-12 18:03:00,1
2019-03-12 18:09:00,1
2019-03-12 18:56:00,1
2019-03-12 18:57:00,1
2019-03-12 18:58:00,1
2019-03-12 18:59:00,2
2019-03-12 19:00:00,1
2019-03-12 19:01:00,3
2019-03-12 19:02:00,2
2019-03-12 19:03:00,4
2019-03-12 19:04:00,2
