64,select distinct parent from DBViewCols where viewname=&&&
2019-03-12 00:21:00,2
2019-03-12 00:23:00,1
2019-03-12 02:08:00,1
2019-03-12 02:17:00,1
2019-03-12 02:20:00,1
2019-03-12 02:44:00,1
2019-03-12 02:45:00,1
2019-03-12 02:46:00,1
2019-03-12 02:49:00,1
2019-03-12 02:50:00,1
2019-03-12 03:08:00,1
2019-03-12 03:17:00,1
2019-03-12 03:54:00,1
2019-03-12 04:04:00,1
2019-03-12 04:11:00,1
2019-03-12 04:16:00,1
2019-03-12 04:35:00,1
2019-03-12 04:36:00,1
2019-03-12 04:37:00,1
2019-03-12 04:38:00,1
2019-03-12 04:39:00,1
2019-03-12 04:43:00,1
2019-03-12 04:46:00,1
2019-03-12 04:53:00,3
2019-03-12 05:01:00,1
2019-03-12 05:03:00,1
2019-03-12 08:29:00,1
2019-03-12 09:42:00,1
2019-03-12 10:45:00,1
2019-03-12 11:58:00,1
2019-03-12 13:09:00,1
2019-03-12 14:02:00,1
2019-03-12 14:17:00,2
2019-03-12 14:18:00,4
2019-03-12 14:19:00,1
2019-03-12 14:33:00,1
2019-03-12 14:53:00,1
2019-03-12 15:18:00,1
2019-03-12 15:32:00,1
2019-03-12 16:58:00,1
2019-03-12 17:46:00,1
2019-03-12 18:03:00,1
2019-03-12 20:06:00,1
2019-03-12 20:39:00,1
2019-03-12 20:40:00,1
2019-03-12 21:12:00,1
2019-03-12 22:01:00,2
2019-03-12 22:27:00,1
2019-03-12 22:45:00,1
2019-03-12 23:00:00,1
2019-03-12 23:05:00,1
2019-03-12 23:06:00,1
2019-03-12 23:10:00,1
2019-03-12 23:18:00,1
2019-03-12 23:30:00,1
2019-03-12 23:38:00,1
