250,select objid from photoobj where photoobj.dec between # and # and photoobj.ra between # and #
2019-03-12 07:28:00,7
2019-03-12 09:39:00,26
2019-03-12 09:42:00,40
2019-03-12 10:04:00,29
2019-03-12 10:05:00,27
2019-03-12 10:06:00,62
2019-03-12 10:26:00,8
2019-03-12 10:27:00,36
2019-03-12 20:40:00,15
