741,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-03-12 10:46:00,2
2019-03-12 10:49:00,4
2019-03-12 10:50:00,3
2019-03-12 10:54:00,3
2019-03-12 10:59:00,3
2019-03-12 11:00:00,7
2019-03-12 11:02:00,1
2019-03-12 11:05:00,6
2019-03-12 11:06:00,1
2019-03-12 11:08:00,1
2019-03-12 11:09:00,1
2019-03-12 11:13:00,10
2019-03-12 11:16:00,1
2019-03-12 11:19:00,4
2019-03-12 11:20:00,6
2019-03-12 11:22:00,2
2019-03-12 11:23:00,3
2019-03-12 11:24:00,2
2019-03-12 11:26:00,3
2019-03-12 11:27:00,1
2019-03-12 11:31:00,7
2019-03-12 11:34:00,4
2019-03-12 11:38:00,6
2019-03-12 11:39:00,3
2019-03-12 11:44:00,10
2019-03-12 11:47:00,4
2019-03-12 11:48:00,1
2019-03-12 11:49:00,1
2019-03-12 11:50:00,2
2019-03-12 11:54:00,3
2019-03-12 11:55:00,4
2019-03-12 11:57:00,2
2019-03-12 11:58:00,1
2019-03-12 11:59:00,4
2019-03-12 12:04:00,10
2019-03-12 12:05:00,1
2019-03-12 12:07:00,2
2019-03-12 12:11:00,10
2019-03-12 12:15:00,3
2019-03-12 12:17:00,2
2019-03-12 12:18:00,1
2019-03-12 12:22:00,8
2019-03-12 12:24:00,2
2019-03-12 12:25:00,2
2019-03-12 12:26:00,3
2019-03-12 12:28:00,2
2019-03-12 12:29:00,3
2019-03-12 12:31:00,2
2019-03-12 12:32:00,3
2019-03-12 12:33:00,1
2019-03-12 12:37:00,10
2019-03-12 12:40:00,2
2019-03-12 12:41:00,2
2019-03-12 12:43:00,4
2019-03-12 12:47:00,7
2019-03-12 12:49:00,1
2019-03-12 12:54:00,2
2019-03-12 12:58:00,5
2019-03-12 13:02:00,1
2019-03-12 13:06:00,8
2019-03-12 13:07:00,1
2019-03-12 13:08:00,2
2019-03-12 13:09:00,2
2019-03-12 13:10:00,1
2019-03-12 13:11:00,2
2019-03-12 13:12:00,2
2019-03-12 13:14:00,1
2019-03-12 13:15:00,1
2019-03-12 13:17:00,6
2019-03-12 13:22:00,10
2019-03-12 13:28:00,10
2019-03-12 13:30:00,2
2019-03-12 13:31:00,1
2019-03-12 13:32:00,1
2019-03-12 13:36:00,7
2019-03-12 13:42:00,10
2019-03-12 13:44:00,1
2019-03-12 13:45:00,2
2019-03-12 13:51:00,1
2019-03-12 13:53:00,4
2019-03-12 13:54:00,1
2019-03-12 13:55:00,3
2019-03-12 13:56:00,1
2019-03-12 13:57:00,1
2019-03-12 13:58:00,3
2019-03-12 14:00:00,2
2019-03-12 14:02:00,1
2019-03-12 14:03:00,1
2019-03-12 14:06:00,1
2019-03-12 14:07:00,9
2019-03-12 14:09:00,2
2019-03-12 14:10:00,1
2019-03-12 14:12:00,5
2019-03-12 14:14:00,2
2019-03-12 14:19:00,5
2019-03-12 14:21:00,2
2019-03-12 14:22:00,2
2019-03-12 14:24:00,2
2019-03-12 14:25:00,1
2019-03-12 14:26:00,2
2019-03-12 14:30:00,5
2019-03-12 14:38:00,5
2019-03-12 14:43:00,10
2019-03-12 14:45:00,1
2019-03-12 14:49:00,10
2019-03-12 14:51:00,3
2019-03-12 14:52:00,1
2019-03-12 14:53:00,1
2019-03-12 14:54:00,2
2019-03-12 14:55:00,2
2019-03-12 14:56:00,3
2019-03-12 15:00:00,10
2019-03-12 15:03:00,3
2019-03-12 15:05:00,2
2019-03-12 15:06:00,1
2019-03-12 15:11:00,2
2019-03-12 15:12:00,1
2019-03-12 15:13:00,2
2019-03-12 15:15:00,4
2019-03-12 15:16:00,1
2019-03-12 15:19:00,3
2019-03-12 15:23:00,10
2019-03-12 15:25:00,2
2019-03-12 15:27:00,4
2019-03-12 15:36:00,5
