10,SELECT * FROM GU2#_hw2_w3
2019-04-02 10:09:00,1
2019-04-02 10:16:00,1
2019-04-02 11:15:00,1
2019-04-06 03:06:00,1
2019-04-06 03:07:00,1
2019-04-06 03:09:00,1
2019-04-06 10:50:00,1
2019-04-06 10:51:00,1
2019-04-07 08:21:00,2
