8,"select galaxy.objID, galaxy.ra, galaxy.dec, galaxy.u, galaxy.g, galaxy.r, galaxy.i, galaxy.z, specObj.z, plateX.plate, plateX.mjd, specObj.fiberID from galaxy, specObj, plateX where galaxy.objID = specObj.bestObjID AND specObj.plateID = plateX.plateID AND specObj.specClass = # AND galaxy.ra BETWEEN #-# and #+# AND galaxy.dec BETWEEN #-# and #+# AND specObj.z < # select galaxy.objID, galaxy.ra, galaxy.dec, galaxy.u, galaxy.g, galaxy.r, galaxy.i, galaxy.z, specObj.z, plateX.plate, plateX.mjd, specObj.fiberID from galaxy, specObj, plateX where galaxy.objID = specObj.bestObjID AND specObj.plateID = plateX.plateID AND specObj.specClass = # AND galaxy.ra BETWEEN # and # AND galaxy.dec BETWEEN # and # AND specObj.z < #"
2019-06-28 18:51:00,2
2019-06-28 18:52:00,3
2019-06-28 18:55:00,1
2019-06-28 18:59:00,1
2019-06-28 19:00:00,1
