11,"SELECT TOP # s.specObjID, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.z > # AND s.zWarning = # AND (s.class = # OR s.class = #) AND s.z < #"
2019-03-28 18:45:00,1
2019-03-28 18:51:00,1
2019-03-28 19:13:00,1
2019-03-28 19:14:00,2
2019-03-28 19:15:00,2
2019-03-28 19:16:00,2
2019-03-28 19:17:00,2
