11,"select top # z, ra, dec, bestObjID from specObj where class = # and z BETWEEN # AND # and zWarning = #"
2019-01-22 13:29:00,2
2019-01-22 15:00:00,2
2019-01-28 12:14:00,1
2019-01-28 17:45:00,1
2019-02-06 14:18:00,1
2019-02-07 17:39:00,1
2019-02-08 14:46:00,2
2019-02-14 12:40:00,1
