12,"select top # X, Y from Data"
2019-04-28 17:33:00,1
2019-04-29 12:41:00,1
2019-04-29 12:42:00,2
2019-04-29 12:46:00,1
2019-04-29 13:02:00,1
2019-11-20 12:45:00,4
2019-11-20 12:46:00,1
2019-11-20 12:47:00,1
