2,"select top # p.ra, p.dec, p.objid from photoz2 pz, photoTag p where p.ra BETWEEN # and # AND p.objID = pz.objID AND pz.flag = # AND p.petroMag_r-p.extinction_r < #"
2019-09-13 16:21:00,1
2019-09-13 16:35:00,1
