496,"SELECT star.apstar_id, star.apogee_id, star.ra, star.dec, star.glon, star.glat, star.apogee_target1, star.apogee_target2, aspcap.teff, aspcap.logg, aspcap.param_m_h FROM apogeeStar star JOIN dbo.fGetNearbyApogeeStarEq (#, #, #) near on star.apstar_id = near.apstar_id JOIN aspcapStar aspcap on aspcap.apstar_id = star.apstar_id"
2019-02-13 14:43:00,1
2019-02-14 12:19:00,1
2019-02-14 12:39:00,1
2019-02-14 14:49:00,1
2019-02-14 18:54:00,1
2019-02-16 04:41:00,1
2019-02-16 18:29:00,1
2019-02-18 03:10:00,1
2019-02-19 22:03:00,1
2019-02-20 03:36:00,1
2019-02-20 07:59:00,1
2019-02-20 11:09:00,1
2019-02-20 23:28:00,1
2019-02-21 01:45:00,1
2019-02-21 15:11:00,1
2019-02-21 18:13:00,1
2019-02-23 08:50:00,1
2019-02-24 08:20:00,1
2019-02-26 00:30:00,1
2019-02-27 19:58:00,1
2019-02-27 22:37:00,1
2019-02-28 03:38:00,1
2019-02-28 07:07:00,1
2019-02-28 15:52:00,1
2019-02-28 17:41:00,1
2019-03-01 10:24:00,1
2019-03-01 13:05:00,1
2019-03-01 22:37:00,1
2019-03-02 02:14:00,1
2019-03-02 06:39:00,1
2019-03-03 05:06:00,1
2019-03-05 07:38:00,1
2019-03-05 09:01:00,1
2019-03-06 14:52:00,1
2019-03-06 16:36:00,1
2019-03-07 10:17:00,1
2019-03-09 00:59:00,1
2019-03-09 12:08:00,1
2019-03-09 16:20:00,1
2019-03-10 02:03:00,1
2019-03-10 18:14:00,1
2019-03-10 22:10:00,1
2019-03-11 05:26:00,1
2019-03-11 17:12:00,1
2019-03-13 07:54:00,1
2019-03-14 14:35:00,1
2019-03-15 01:36:00,1
2019-03-18 02:46:00,1
2019-03-18 14:04:00,1
2019-03-19 16:54:00,2
2019-03-20 15:26:00,1
2019-03-21 01:36:00,1
2019-03-21 17:37:00,1
2019-03-22 10:32:00,1
2019-03-23 22:41:00,1
2019-03-24 03:36:00,1
2019-03-25 10:14:00,1
2019-03-25 12:36:00,1
2019-03-26 08:25:00,1
2019-03-26 11:39:00,1
2019-03-26 14:22:00,1
2019-03-26 19:57:00,1
2019-03-26 20:33:00,1
2019-03-26 21:00:00,1
2019-03-27 19:49:00,1
2019-03-28 06:28:00,1
2019-03-28 16:19:00,1
2019-03-28 20:03:00,1
2019-03-30 13:43:00,1
2019-03-31 18:02:00,1
2019-04-01 22:22:00,1
2019-04-02 12:23:00,1
2019-04-02 17:40:00,1
2019-04-07 15:05:00,1
2019-04-08 15:41:00,1
2019-04-08 18:54:00,1
2019-04-09 02:37:00,1
2019-04-09 05:14:00,1
2019-04-09 21:23:00,1
2019-04-09 21:24:00,1
2019-04-09 21:28:00,1
2019-04-10 00:39:00,1
2019-04-10 20:14:00,2
2019-04-11 01:19:00,1
2019-04-11 01:54:00,1
2019-04-14 09:42:00,1
2019-04-15 06:33:00,1
2019-04-15 19:23:00,1
2019-04-16 03:51:00,1
2019-04-16 18:49:00,1
2019-04-18 16:37:00,1
2019-04-18 21:59:00,1
2019-04-18 23:47:00,1
2019-04-19 01:46:00,1
2019-04-19 19:10:00,1
2019-04-19 22:46:00,1
2019-04-22 03:19:00,1
2019-04-22 12:03:00,1
2019-04-24 02:22:00,1
2019-04-25 12:52:00,1
2019-04-25 23:19:00,1
2019-04-27 09:04:00,1
2019-04-28 10:23:00,1
2019-04-28 11:25:00,1
2019-04-28 13:27:00,1
2019-04-29 19:44:00,1
2019-04-30 09:26:00,1
2019-05-01 11:29:00,1
2019-05-01 15:12:00,1
2019-05-02 11:28:00,1
2019-05-02 22:49:00,1
2019-05-03 14:49:00,1
2019-05-03 17:30:00,1
2019-05-04 01:02:00,1
2019-05-04 20:46:00,1
2019-05-06 19:28:00,1
2019-05-10 16:26:00,1
2019-05-11 14:10:00,1
2019-05-13 09:06:00,1
2019-05-13 10:11:00,1
2019-05-13 12:15:00,1
2019-05-14 01:01:00,1
2019-05-16 00:02:00,1
2019-05-16 00:49:00,1
2019-05-18 11:43:00,1
2019-05-18 20:37:00,1
2019-05-18 21:27:00,1
2019-05-18 22:05:00,1
2019-05-19 12:36:00,1
2019-05-21 05:35:00,1
2019-05-21 12:29:00,1
2019-05-21 19:23:00,1
2019-05-22 00:37:00,1
2019-05-22 08:56:00,1
2019-05-22 16:39:00,1
2019-05-23 04:26:00,1
2019-05-23 09:10:00,1
2019-05-23 10:04:00,1
2019-05-23 13:37:00,1
2019-05-23 23:45:00,1
2019-05-24 08:58:00,1
2019-05-24 13:36:00,1
2019-05-24 22:22:00,1
2019-05-24 23:44:00,1
2019-05-25 00:03:00,1
2019-05-27 12:43:00,1
2019-05-29 03:07:00,1
2019-05-30 23:31:00,1
2019-05-31 03:34:00,1
2019-06-01 18:13:00,1
2019-06-02 11:35:00,1
2019-06-04 14:49:00,1
2019-06-06 02:20:00,1
2019-06-10 21:10:00,1
2019-06-10 21:26:00,1
2019-06-11 00:18:00,1
2019-06-11 16:50:00,1
2019-06-11 17:30:00,1
2019-06-13 07:05:00,1
2019-06-14 08:28:00,1
2019-06-15 00:08:00,1
2019-06-15 09:32:00,1
2019-06-15 16:50:00,1
2019-06-15 19:01:00,1
2019-06-17 11:16:00,1
2019-06-17 17:04:00,1
2019-06-17 19:29:00,1
2019-06-18 11:55:00,1
2019-06-18 13:19:00,1
2019-06-18 14:53:00,1
2019-06-18 23:41:00,1
2019-06-19 13:36:00,1
2019-06-19 15:07:00,1
2019-06-20 00:15:00,1
2019-06-20 04:00:00,1
2019-06-21 07:02:00,1
2019-06-23 13:46:00,1
2019-06-23 22:51:00,1
2019-06-24 04:06:00,1
2019-06-25 07:13:00,1
2019-06-25 12:37:00,1
2019-06-25 16:24:00,1
2019-06-27 02:34:00,1
2019-06-27 10:44:00,1
2019-06-28 02:20:00,1
2019-06-28 11:55:00,1
2019-06-29 16:50:00,1
2019-06-29 20:53:00,1
2019-07-01 04:34:00,1
2019-07-01 10:23:00,1
2019-07-01 21:30:00,1
2019-07-02 01:35:00,1
2019-07-02 15:21:00,1
2019-07-02 16:07:00,1
2019-07-02 19:48:00,1
2019-07-05 13:06:00,1
2019-07-05 22:31:00,1
2019-07-07 02:07:00,1
2019-07-07 22:06:00,1
2019-07-11 23:32:00,1
2019-07-12 12:28:00,1
2019-07-12 19:18:00,1
2019-07-13 01:19:00,1
2019-07-14 09:58:00,1
2019-07-14 19:53:00,1
2019-07-16 15:42:00,1
2019-07-18 09:06:00,1
2019-07-18 12:06:00,1
2019-07-19 00:40:00,1
2019-07-19 08:38:00,1
2019-07-20 00:26:00,1
2019-07-20 00:42:00,1
2019-07-20 03:06:00,1
2019-07-20 04:48:00,1
2019-07-20 05:34:00,1
2019-07-21 07:33:00,1
2019-07-22 02:04:00,1
2019-07-22 05:35:00,1
2019-07-23 04:33:00,1
2019-07-23 15:44:00,1
2019-07-24 02:15:00,1
2019-07-24 08:19:00,1
2019-07-24 21:03:00,1
2019-07-25 22:22:00,1
2019-07-25 23:10:00,1
2019-07-26 03:16:00,1
2019-07-27 23:14:00,1
2019-07-28 01:02:00,1
2019-07-28 04:08:00,1
2019-07-28 22:14:00,1
2019-07-29 23:39:00,1
2019-07-29 23:42:00,1
2019-07-30 04:17:00,1
2019-07-30 10:09:00,1
2019-07-30 15:26:00,1
2019-07-31 22:00:00,1
2019-08-01 21:04:00,1
2019-08-04 23:33:00,1
2019-08-04 23:35:00,1
2019-08-05 04:19:00,1
2019-08-05 13:05:00,1
2019-08-06 05:13:00,1
2019-08-06 14:42:00,1
2019-08-08 20:59:00,1
2019-08-09 17:59:00,1
2019-08-10 18:00:00,1
2019-08-12 20:47:00,1
2019-08-13 17:10:00,1
2019-08-13 19:17:00,1
2019-08-14 16:21:00,1
2019-08-14 22:54:00,1
2019-08-15 03:58:00,1
2019-08-15 17:54:00,1
2019-08-16 15:19:00,1
2019-08-16 17:12:00,1
2019-08-16 23:53:00,1
2019-08-17 09:20:00,1
2019-08-18 15:11:00,1
2019-08-19 15:17:00,1
2019-08-20 23:10:00,1
2019-08-21 04:51:00,1
2019-08-21 19:59:00,1
2019-08-23 01:46:00,1
2019-08-23 08:04:00,1
2019-08-23 09:28:00,1
2019-08-23 14:32:00,1
2019-08-23 20:14:00,1
2019-08-24 10:51:00,1
2019-08-25 00:38:00,1
2019-08-25 04:49:00,1
2019-08-25 05:15:00,1
2019-08-27 02:35:00,1
2019-08-29 00:11:00,1
2019-08-29 17:15:00,1
2019-08-30 11:00:00,1
2019-08-30 13:11:00,1
2019-08-31 18:53:00,1
2019-08-31 21:05:00,1
2019-09-01 19:36:00,1
2019-09-01 21:28:00,1
2019-09-02 12:19:00,1
2019-09-03 19:42:00,1
2019-09-06 22:02:00,1
2019-09-07 10:42:00,1
2019-09-08 08:56:00,1
2019-09-08 11:50:00,1
2019-09-08 17:36:00,1
2019-09-11 19:07:00,1
2019-09-11 23:12:00,1
2019-09-13 00:40:00,1
2019-09-13 05:14:00,1
2019-09-14 17:56:00,1
2019-09-15 00:03:00,1
2019-09-15 06:31:00,1
2019-09-15 07:06:00,1
2019-09-15 08:05:00,1
2019-09-17 13:08:00,1
2019-09-17 17:28:00,1
2019-09-18 12:30:00,1
2019-09-18 23:55:00,1
2019-09-19 02:50:00,1
2019-09-19 17:46:00,1
2019-09-19 18:38:00,1
2019-09-20 03:37:00,1
2019-09-20 06:25:00,1
2019-09-20 10:55:00,1
2019-09-22 00:30:00,1
2019-09-24 00:15:00,1
2019-09-25 05:51:00,1
2019-09-25 07:30:00,1
2019-09-25 07:45:00,1
2019-09-25 19:21:00,1
2019-09-28 00:02:00,1
2019-09-28 04:53:00,1
2019-09-29 19:18:00,1
2019-09-30 01:51:00,1
2019-09-30 07:59:00,1
2019-10-03 16:57:00,1
2019-10-04 13:45:00,1
2019-10-08 19:52:00,1
2019-10-10 07:20:00,1
2019-10-10 12:24:00,1
2019-10-10 14:17:00,1
2019-10-10 19:39:00,1
2019-10-11 04:29:00,1
2019-10-14 03:21:00,1
2019-10-14 05:04:00,1
2019-10-15 04:32:00,1
2019-10-16 11:57:00,1
2019-10-17 01:16:00,1
2019-10-17 14:19:00,1
2019-10-17 19:39:00,1
2019-10-19 10:04:00,1
2019-10-19 10:09:00,1
2019-10-19 17:42:00,1
2019-10-21 02:39:00,1
2019-10-22 04:02:00,1
2019-10-22 07:32:00,1
2019-10-22 10:14:00,1
2019-10-22 12:58:00,1
2019-10-22 20:31:00,1
2019-10-23 21:41:00,1
2019-10-24 09:52:00,1
2019-10-24 16:39:00,1
2019-10-24 21:40:00,1
2019-10-25 00:38:00,1
2019-10-25 00:48:00,1
2019-10-26 18:08:00,1
2019-10-26 19:37:00,1
2019-10-27 10:12:00,1
2019-10-29 16:29:00,1
2019-10-30 23:49:00,1
2019-10-31 04:15:00,1
2019-11-01 04:08:00,1
2019-11-01 09:30:00,1
2019-11-02 01:14:00,1
2019-11-02 07:12:00,1
2019-11-02 07:28:00,1
2019-11-02 10:54:00,1
2019-11-02 21:16:00,1
2019-11-03 14:12:00,1
2019-11-04 16:48:00,1
2019-11-05 01:58:00,1
2019-11-05 06:01:00,1
2019-11-06 17:33:00,1
2019-11-08 19:21:00,1
2019-11-09 10:16:00,1
2019-11-10 11:28:00,1
2019-11-12 19:11:00,1
2019-11-13 05:05:00,1
2019-11-14 00:29:00,1
2019-11-14 13:12:00,1
2019-11-14 13:13:00,1
2019-11-14 20:07:00,1
2019-11-14 20:40:00,1
2019-11-15 04:20:00,1
2019-11-16 07:00:00,1
2019-11-16 07:17:00,1
2019-11-17 09:30:00,1
2019-11-17 12:03:00,1
2019-11-17 15:41:00,1
2019-11-18 23:47:00,1
2019-11-20 04:52:00,1
2019-11-20 12:40:00,1
2019-11-22 15:58:00,1
2019-11-22 18:44:00,1
2019-11-23 00:39:00,1
2019-11-23 17:02:00,1
2019-11-24 20:09:00,1
2019-11-27 10:07:00,1
2019-11-28 15:58:00,1
2019-11-29 03:02:00,1
2019-11-30 02:58:00,1
2019-12-01 08:42:00,1
2019-12-01 20:27:00,1
2019-12-03 01:16:00,1
2019-12-03 08:35:00,1
2019-12-04 11:17:00,1
2019-12-05 11:17:00,1
2019-12-05 15:39:00,1
2019-12-05 19:04:00,1
2019-12-05 19:16:00,1
2019-12-05 21:12:00,1
2019-12-06 02:55:00,1
2019-12-07 21:38:00,1
2019-12-09 01:48:00,1
2019-12-09 07:21:00,1
2019-12-09 21:47:00,1
2019-12-10 04:54:00,1
2019-12-10 13:36:00,1
2019-12-11 11:34:00,1
2019-12-12 02:33:00,1
2019-12-12 15:09:00,1
2019-12-13 12:33:00,1
2019-12-13 13:34:00,1
2019-12-14 10:26:00,1
2019-12-16 22:57:00,1
2019-12-18 01:05:00,1
2019-12-20 09:10:00,1
2019-12-20 17:25:00,1
2019-12-22 06:56:00,2
2019-12-22 15:25:00,1
2019-12-23 21:32:00,1
2019-12-23 23:19:00,1
2019-12-24 04:07:00,1
2019-12-24 04:08:00,1
2019-12-25 05:54:00,1
2019-12-26 03:16:00,1
2019-12-26 15:24:00,1
2019-12-26 18:25:00,1
2019-12-27 07:33:00,1
2019-12-28 17:37:00,1
2019-12-28 23:57:00,1
2019-12-31 00:07:00,1
