7,"select specObjID, ra, dec from specObj where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-03 13:34:00,2
2019-05-19 17:47:00,2
2019-07-30 21:27:00,1
2019-11-21 15:15:00,1
2019-11-21 15:17:00,1
