3,"select top # p.fieldId, p.objId into mydb.galaxy_sort1# from Galaxy as p where p.dec > = # AND p.dec < # AND exists (select g.fieldId, count (g.objId) from Galaxy as g where p.fieldId = g.fieldId group by fieldId having count (g.objId) > #)"
2019-05-22 13:13:00,1
2019-05-22 13:14:00,2
