15,"select s.objid, s.ra, s.dec, s.g, s.r, s.g - s.r from star s, dbo.fGetNearbyObjEq (#, #, #) n where s.objid = n.objid"
2019-03-26 00:45:00,1
2019-03-26 22:52:00,1
2019-03-26 23:15:00,1
2019-03-26 23:20:00,1
2019-03-26 23:26:00,1
2019-03-27 11:35:00,2
2019-03-27 11:37:00,2
2019-03-27 11:53:00,1
2019-03-27 12:16:00,1
2019-03-27 21:31:00,1
2019-03-27 21:37:00,1
2019-03-29 21:02:00,1
2019-03-31 15:01:00,1
