11,"SELECT starname, rv, BARYCENTRICVEL, mjd FROM marvelsVelocityCurveUF1D WHERE starname LIKE #"
2019-07-12 12:09:00,2
2019-07-12 12:10:00,3
2019-07-12 12:11:00,2
2019-07-12 12:12:00,1
2019-07-12 12:38:00,3
